"Mass","Mean","Median","SD","SED_Mean","SED_Median","SED_SD","SW_Mean","SW_Median","SW_SD"
588.301858121982,2,2,1.41,2,2,1.41,NA,NA,NA
589.288542421494,1,1,NA,1,1,NA,NA,NA,NA
617.276726877017,3,3,NA,3,3,NA,NA,NA,NA
621.265482563894,2,2,NA,2,2,NA,NA,NA,NA
637.26318371187,7,7,2.83,7,7,2.83,NA,NA,NA
645.2881991217,1,1,NA,1,1,NA,NA,NA,NA
212.971232289147,1,1,NA,1,1,NA,NA,NA,NA
217.235855147696,2,2,NA,2,2,NA,NA,NA,NA
224.855296035051,1,1,NA,1,1,NA,NA,NA,NA
228.124255004751,4.5,4.5,2.12,6,6,NA,3,3,NA
230.103506081422,2,2,NA,2,2,NA,NA,NA,NA
230.148034160695,1,1,NA,1,1,NA,NA,NA,NA
239.072111591482,1,1,NA,1,1,NA,NA,NA,NA
239.762073819103,1,1,0,1,1,0,NA,NA,NA
239.762996467325,1,1,0,1,1,0,NA,NA,NA
240.087878242949,2,2,NA,2,2,NA,NA,NA,NA
240.124248429643,3,3,NA,3,3,NA,NA,NA,NA
249.061557160796,33.2,33,5.02,27,27,NA,34.75,33,4.19
253.215150143419,1,1,NA,1,1,NA,NA,NA,NA
266.914584081561,1,1,NA,1,1,NA,NA,NA,NA
267.202219747556,1,1,NA,1,1,NA,NA,NA,NA
283.072037198835,1,1,NA,1,1,NA,NA,NA,NA
284.79672177322,1,1,NA,1,1,NA,NA,NA,NA
291.199970474236,5.75,4.5,3.59,4.5,4.5,0.71,7,7,5.66
305.215637575041,3.5,3.5,0.71,4,4,NA,3,3,NA
312.821563538876,1,1,NA,1,1,NA,NA,NA,NA
318.111386880338,47.48,49,6.76,38,38,5.66,48.47,49,6.16
323.137876146833,4,4,NA,4,4,NA,NA,NA,NA
327.075408269237,6.11,7,2.37,1,1,NA,6.75,7,1.49
329.072415005638,4,4,NA,4,4,NA,NA,NA,NA
353.106544547319,2,2,NA,2,2,NA,NA,NA,NA
389.290631622951,3,3,NA,3,3,NA,NA,NA,NA
392.075280566773,4.81,4,2.74,5,5,NA,4.8,4,2.83
394.159100822356,1,1,NA,1,1,NA,NA,NA,NA
405.288924293036,8,8,NA,8,8,NA,NA,NA,NA
408.890421003242,1,1,NA,1,1,NA,NA,NA,NA
409.123628930609,2,2,0,2,2,0,NA,NA,NA
431.293623854552,2,2,NA,2,2,NA,NA,NA,NA
442.111295786772,1,1,NA,1,1,NA,NA,NA,NA
448.070336759885,1,1,NA,1,1,NA,NA,NA,NA
449.122507442986,1,1,NA,1,1,NA,NA,NA,NA
452.192974458174,2.88,3,1.36,2,2,NA,2.93,3,1.39
466.677548414093,1,1,0,1,1,0,NA,NA,NA
498.156437198913,1,1,NA,1,1,NA,NA,NA,NA
501.235876706954,2,2,NA,2,2,NA,NA,NA,NA
506.57207006869,1,1,NA,1,1,NA,NA,NA,NA
508.974776914055,1,1,0,1,1,0,NA,NA,NA
510.667368798789,1,1,0,1,1,0,NA,NA,NA
518.252763735933,1,1,NA,1,1,NA,NA,NA,NA
559.021713206754,1,1,NA,1,1,NA,NA,NA,NA
559.208636865841,1,1,NA,1,1,NA,NA,NA,NA
559.598653827091,1,1,NA,1,1,NA,NA,NA,NA
569.209614032918,1,1,0,1,1,0,NA,NA,NA
607.182583342875,3,3,NA,3,3,NA,NA,NA,NA
678.2152732218,1,1,NA,1,1,NA,NA,NA,NA
797.265454909916,1,1,NA,1,1,NA,NA,NA,NA
200.128901360136,1,1,NA,1,1,NA,NA,NA,NA
201.076569520171,6,6,NA,6,6,NA,NA,NA,NA
201.112957134263,10,10,NA,10,10,NA,NA,NA,NA
202.071840220663,3,3,NA,3,3,NA,NA,NA,NA
202.116308349879,1,1,NA,1,1,NA,NA,NA,NA
203.128594267868,1,1,NA,1,1,NA,NA,NA,NA
204.066331137988,1,1,NA,1,1,NA,NA,NA,NA
204.825110000586,1,1,NA,1,1,NA,NA,NA,NA
206.822144663274,1,1,NA,1,1,NA,NA,NA,NA
207.011899154524,1,1,NA,1,1,NA,NA,NA,NA
207.102396443367,9,9,NA,9,9,NA,NA,NA,NA
207.138779941571,7,7,NA,7,7,NA,NA,NA,NA
208.074380102621,1,1,0,1,1,NA,1,1,0
208.097666253823,5,5,NA,5,5,NA,NA,NA,NA
208.906862646583,1,1,NA,1,1,NA,NA,NA,NA
209.008895280818,4.5,4.5,2.12,6,6,NA,3,3,NA
209.045290284747,4,4,NA,4,4,NA,NA,NA,NA
209.118040132704,7,7,NA,7,7,NA,NA,NA,NA
209.154428394159,8,8,NA,8,8,NA,NA,NA,NA
210.040538652607,3,3,NA,3,3,NA,NA,NA,NA
210.071371330066,1,1,NA,1,1,NA,NA,NA,NA
211.060939025939,4,4,NA,4,4,NA,NA,NA,NA
211.097311395927,8,8,NA,8,8,NA,NA,NA,NA
211.133694099301,7,7,NA,7,7,NA,NA,NA,NA
213.076581457646,6,6,NA,6,6,NA,NA,NA,NA
214.108240240913,3,3,NA,3,3,NA,NA,NA,NA
215.092256758587,1,1,0,1,1,NA,1,1,NA
216.095598195363,2,2,NA,2,2,NA,NA,NA,NA
217.071489514284,6,6,NA,6,6,NA,NA,NA,NA
218.103149952798,3,3,NA,3,3,NA,NA,NA,NA
219.138805925983,1,1,NA,1,1,NA,NA,NA,NA
225.055436083547,2,2,NA,2,2,NA,NA,NA,NA
232.84577175646,1,1,NA,1,1,NA,NA,NA,NA
243.127498951361,1,1,NA,1,1,NA,NA,NA,NA
244.809394546376,1,1,NA,1,1,NA,NA,NA,NA
261.1377892371,2,2,NA,2,2,NA,NA,NA,NA
263.132464594427,6,6,NA,6,6,NA,NA,NA,NA
266.825763447235,1,1,NA,1,1,NA,NA,NA,NA
269.066837594058,1,1,NA,1,1,NA,NA,NA,NA
269.097688248699,1,1,NA,1,1,NA,NA,NA,NA
270.098507977198,4.5,4.5,2.12,3,3,NA,6,6,NA
270.934353086765,1,1,NA,1,1,NA,NA,NA,NA
271.110825152358,2,2,0,2,2,NA,2,2,NA
271.118874305373,2,2,NA,2,2,NA,NA,NA,NA
271.155290452443,4.33,4,1.53,6,6,NA,3.5,3.5,0.71
272.195017316102,2,2,NA,2,2,NA,NA,NA,NA
272.231492616292,3,3,NA,3,3,NA,NA,NA,NA
273.109406531582,3,3,NA,3,3,NA,NA,NA,NA
273.134559008739,6,6,NA,6,6,NA,NA,NA,NA
275.105739639239,4,4,NA,4,4,NA,NA,NA,NA
277.059836505696,1,1,NA,1,1,NA,NA,NA,NA
277.085044081749,2.5,2.5,2.12,4,4,NA,1,1,NA
277.121420375272,2.5,2.5,2.12,4,4,NA,1,1,NA
277.144731603283,4,4,NA,4,4,NA,NA,NA,NA
278.063237149381,1,1,NA,1,1,NA,NA,NA,NA
278.148091033959,5,5,NA,5,5,NA,NA,NA,NA
278.15304403545,3,3,2.83,5,5,NA,1,1,NA
279.039127311895,1,1,NA,1,1,NA,NA,NA,NA
279.056942961073,1,1,NA,1,1,NA,NA,NA,NA
279.091002716404,4,4,NA,4,4,NA,NA,NA,NA
279.10066313015,3,3,NA,3,3,NA,NA,NA,NA
279.118507632773,2,2,1,2,2,1.41,2,2,NA
279.124029507812,4,4,NA,4,4,NA,NA,NA,NA
279.137059075433,3.33,4,1.15,4,4,NA,3,3,1.41
279.148363746696,2,2,NA,2,2,NA,NA,NA,NA
279.160392623576,6,6,NA,6,6,NA,NA,NA,NA
279.163763547236,3,3,2.83,5,5,NA,1,1,NA
279.173519719204,7,7,NA,7,7,NA,NA,NA,NA
280.060326168162,1,1,NA,1,1,NA,NA,NA,NA
280.150145456778,4,4,NA,4,4,NA,NA,NA,NA
280.846650318966,1,1,NA,1,1,NA,NA,NA,NA
281.03621162326,1,1,NA,1,1,NA,NA,NA,NA
281.066857405631,1,1,NA,1,1,NA,NA,NA,NA
281.070429599698,1,1,NA,1,1,NA,NA,NA,NA
281.097736915947,1.88,1.5,0.99,1,1,NA,2,2,1
281.103267130234,1,1,NA,1,1,NA,NA,NA,NA
281.116355096978,3.5,3.5,0.71,3.5,3.5,0.71,NA,NA,NA
281.139660319963,7,7,NA,7,7,NA,NA,NA,NA
282.111800572006,2,2,NA,2,2,NA,NA,NA,NA
282.11976360254,1,1,NA,1,1,NA,NA,NA,NA
282.179381477042,4,4,NA,4,4,NA,NA,NA,NA
283.082561814007,4,4,NA,4,4,NA,NA,NA,NA
283.087565013216,1,1,0,1,1,NA,1,1,0
283.095664355403,4,4,NA,4,4,NA,NA,NA,NA
283.113410907371,3,3,1.22,2.5,2.5,0.71,3.33,3,1.53
283.118950806091,7,7,NA,7,7,NA,NA,NA,NA
283.137635270717,1.5,1.5,0.71,2,2,NA,1,1,NA
283.147266018265,1,1,NA,1,1,NA,NA,NA,NA
283.155359593221,4,4,NA,4,4,NA,NA,NA,NA
283.191760047033,2,2,NA,2,2,NA,NA,NA,NA
284.150606201808,3,3,NA,3,3,NA,NA,NA,NA
284.195108384279,5,5,NA,5,5,NA,NA,NA,NA
285.074896531796,1.5,1.5,0.71,2,2,NA,1,1,NA
285.126426057829,1.69,2,0.75,1,1,NA,1.75,2,0.75
285.134641871264,7,7,NA,7,7,NA,NA,NA,NA
285.147716387529,1,1,NA,1,1,NA,NA,NA,NA
285.170967833688,4.25,4.5,2.06,6,6,NA,3.67,3,2.08
285.207321555059,2.33,3,1.15,3,3,NA,2,2,1.41
286.129850180236,3.75,3.5,0.96,3,3,NA,4,4,1
286.772217569392,1,1,NA,1,1,NA,NA,NA,NA
286.983715678396,1,1,NA,1,1,NA,NA,NA,NA
287.055540405244,2,2,NA,2,2,NA,NA,NA,NA
287.077519668754,3,3,NA,3,3,NA,NA,NA,NA
287.096072179115,1.8,1,1.1,3,3,NA,1.5,1,1
287.142234036207,2,2,NA,2,2,NA,NA,NA,NA
287.150284730514,6,6,NA,6,6,NA,NA,NA,NA
287.160028939549,2,2,NA,2,2,NA,NA,NA,NA
287.165620434667,1,1,NA,1,1,NA,NA,NA,NA
287.186627549512,6,6,NA,6,6,NA,NA,NA,NA
287.905115108454,1,1,NA,1,1,NA,NA,NA,NA
288.145523734141,3.33,3,1.53,5,5,NA,2.5,2.5,0.71
288.226415632592,2,2,NA,2,2,NA,NA,NA,NA
289.085152317383,2,2,NA,2,2,NA,NA,NA,NA
289.121499561958,3,3,NA,3,3,NA,NA,NA,NA
289.129564590165,4,4,NA,4,4,NA,NA,NA,NA
289.165896019207,2.5,2.5,2.12,2.5,2.5,2.12,NA,NA,NA
289.181226571631,2,2,NA,2,2,NA,NA,NA,NA
290.184703763112,3,3,NA,3,3,NA,NA,NA,NA
291.031634205154,1,1,NA,1,1,NA,NA,NA,NA
291.039308325431,1,1,NA,1,1,NA,NA,NA,NA
291.10076589601,3,3,0,3,3,NA,3,3,NA
291.103098582042,2,2,NA,2,2,NA,NA,NA,NA
291.108843146776,3,3,NA,3,3,NA,NA,NA,NA
291.118556607373,2,2,NA,2,2,NA,NA,NA,NA
291.124144669932,3,3,NA,3,3,NA,NA,NA,NA
291.137160949206,2,2,1.41,3,3,NA,1,1,NA
291.160427981258,3,2,2.65,6,6,NA,1.5,1.5,0.71
291.163826835695,2,2,NA,2,2,NA,NA,NA,NA
291.17352315074,3.67,3,3.06,7,7,NA,2,2,1.41
291.209900265956,4,4,NA,4,4,NA,NA,NA,NA
291.229283062034,1,1,NA,1,1,NA,NA,NA,NA
292.121905918591,3,3,NA,3,3,NA,NA,NA,NA
292.168864775232,2,2,NA,2,2,NA,NA,NA,NA
293.080051327613,1.5,1.5,0.71,2,2,NA,1,1,NA
293.097775379985,6,6,NA,6,6,NA,NA,NA,NA
293.103412003347,2,2,NA,2,2,NA,NA,NA,NA
293.106926354461,1,1,NA,1,1,NA,NA,NA,NA
293.116398391654,4.5,4.5,2.12,6,6,NA,3,3,NA
293.124742101425,3,3,NA,3,3,NA,NA,NA,NA
293.139693359307,4.33,3,2.31,5,5,2.83,3,3,NA
293.152785952644,3.33,3,2.52,6,6,NA,2,2,1.41
293.17604986651,5.5,5.5,0.71,6,6,NA,5,5,NA
293.206014447159,1,1,NA,1,1,NA,NA,NA,NA
293.206989109117,1,1,NA,1,1,NA,NA,NA,NA
294.119898545473,1,1,NA,1,1,NA,NA,NA,NA
294.184447536581,3,3,NA,3,3,NA,NA,NA,NA
294.210403762124,1,1,NA,1,1,NA,NA,NA,NA
295.082695500355,4,4,NA,4,4,NA,NA,NA,NA
295.095720167334,2,2,NA,2,2,NA,NA,NA,NA
295.107054016436,1,1,NA,1,1,NA,NA,NA,NA
295.113483845959,1,1,NA,1,1,NA,NA,NA,NA
295.119073916248,2,2,NA,2,2,NA,NA,NA,NA
295.130440472719,2,2,NA,2,2,NA,NA,NA,NA
295.132083046031,3.67,5,2.31,5,5,NA,3,3,2.83
295.137747738614,1,1,NA,1,1,NA,NA,NA,NA
295.168550233677,2,2,NA,2,2,NA,NA,NA,NA
295.180358143592,3,3,NA,3,3,NA,NA,NA,NA
295.182777244571,1,1,0,1,1,NA,1,1,0
295.186321948933,1,1,NA,1,1,NA,NA,NA,NA
295.187731910917,5,5,NA,5,5,NA,NA,NA,NA
295.19172806805,3.67,3,2.08,4.5,4.5,2.12,2,2,NA
296.996362244359,1,1,NA,1,1,NA,NA,NA,NA
297.06196613869,3,3,NA,3,3,NA,NA,NA,NA
297.075109196549,5,5,NA,5,5,NA,NA,NA,NA
297.09288392741,2,2,1,3,3,NA,1.5,1.5,0.71
297.098412111014,1,1,NA,1,1,NA,NA,NA,NA
297.111396921867,1,1,NA,1,1,NA,NA,NA,NA
297.126681423645,3,3,NA,3,3,NA,NA,NA,NA
297.134746255433,3,3,NA,3,3,NA,NA,NA,NA
297.14199852412,1,1,NA,1,1,NA,NA,NA,NA
297.153276133695,2,2,NA,2,2,NA,NA,NA,NA
297.171094462663,4,4,NA,4,4,NA,NA,NA,NA
297.932509103875,1,1,NA,1,1,NA,NA,NA,NA
298.130129587388,5,5,NA,5,5,NA,NA,NA,NA
298.156613422046,1.5,1.5,0.71,1,1,NA,2,2,NA
298.166433023695,3,3,NA,3,3,NA,NA,NA,NA
298.174422416347,2.5,2.5,0.71,2.5,2.5,0.71,NA,NA,NA
298.893592265175,1,1,NA,1,1,NA,NA,NA,NA
299.077689089014,2,2,NA,2,2,NA,NA,NA,NA
299.105963704882,1,1,NA,1,1,NA,NA,NA,NA
299.113901325256,6,6,NA,6,6,NA,NA,NA,NA
299.142219336935,2.5,2.5,2.12,4,4,NA,1,1,NA
299.150364207402,4,4,NA,4,4,NA,NA,NA,NA
299.18670471891,1,1,NA,1,1,NA,NA,NA,NA
299.223190151739,1,1,NA,1,1,NA,NA,NA,NA
299.259561450885,1,1,NA,1,1,NA,NA,NA,NA
299.929517671063,1,1,NA,1,1,NA,NA,NA,NA
300.154035385566,2,2,NA,2,2,NA,NA,NA,NA
300.182126058425,3,3,NA,3,3,NA,NA,NA,NA
301.048449287163,46.38,47,8.7,13,13,14.14,47.25,47,6.71
301.121586114951,2,2,NA,2,2,NA,NA,NA,NA
301.129673479613,4,4,NA,4,4,NA,NA,NA,NA
301.139414889213,1,1,NA,1,1,NA,NA,NA,NA
301.157975818179,3,3,2.83,5,5,NA,1,1,NA
301.166043953847,3,3,NA,3,3,NA,NA,NA,NA
301.238863856575,3,3,NA,3,3,NA,NA,NA,NA
302.031298482471,1,1,NA,1,1,NA,NA,NA,NA
302.12492407079,4,4,NA,4,4,NA,NA,NA,NA
302.161309898278,2,2,NA,2,2,NA,NA,NA,NA
303.050600181492,1,1,NA,1,1,NA,NA,NA,NA
303.091212369533,1,1,NA,1,1,NA,NA,NA,NA
303.100844842803,2,2,NA,2,2,NA,NA,NA,NA
303.137260886377,2,2,NA,2,2,NA,NA,NA,NA
303.145335922214,3,3,NA,3,3,NA,NA,NA,NA
303.160581926244,2,2,1.41,3,3,NA,1,1,NA
303.173582615989,1,1,NA,1,1,NA,NA,NA,NA
303.181772789068,4,4,NA,4,4,NA,NA,NA,NA
304.104201056619,1,1,NA,1,1,NA,NA,NA,NA
304.140619695489,6,6,NA,6,6,NA,NA,NA,NA
304.14868531712,1,1,NA,1,1,NA,NA,NA,NA
304.177061763112,2,2,NA,2,2,NA,NA,NA,NA
305.041620583982,6.69,6,2.52,1,1,NA,6.82,6,2.39
305.047616167845,1,1,NA,1,1,NA,NA,NA,NA
305.07046807193,1,1,NA,1,1,NA,NA,NA,NA
305.116584172844,7,7,NA,7,7,NA,NA,NA,NA
305.124689964123,4,4,NA,4,4,NA,NA,NA,NA
305.134436910838,4,4,NA,4,4,NA,NA,NA,NA
305.139872022487,2,2,NA,2,2,NA,NA,NA,NA
305.152999998249,4,4,NA,4,4,NA,NA,NA,NA
305.170619450177,2,2,NA,2,2,NA,NA,NA,NA
305.176239744767,1,1,NA,1,1,NA,NA,NA,NA
305.189327463816,1,1,NA,1,1,NA,NA,NA,NA
305.225587765407,1,1,NA,1,1,NA,NA,NA,NA
306.111822274873,2,2,NA,2,2,NA,NA,NA,NA
306.119934806305,2,2,NA,2,2,NA,NA,NA,NA
306.156427742737,4,4,NA,4,4,NA,NA,NA,NA
306.184516770999,2,2,NA,2,2,NA,NA,NA,NA
306.192730160989,6,6,NA,6,6,NA,NA,NA,NA
306.22910708787,3,3,NA,3,3,NA,NA,NA,NA
307.082846157048,4,4,NA,4,4,NA,NA,NA,NA
307.086197173074,1,1,NA,1,1,NA,NA,NA,NA
307.095739680836,3,3,NA,3,3,NA,NA,NA,NA
307.119173330808,2,2,NA,2,2,NA,NA,NA,NA
307.132206296666,1,1,NA,1,1,NA,NA,NA,NA
307.150006903726,2,2,NA,2,2,NA,NA,NA,NA
307.155537058101,4,4,NA,4,4,NA,NA,NA,NA
307.168611062154,7,7,NA,7,7,NA,NA,NA,NA
307.186404643631,3,3,NA,3,3,NA,NA,NA,NA
307.191930678972,2,2,NA,2,2,NA,NA,NA,NA
307.195315684439,1,1,NA,1,1,NA,NA,NA,NA
307.204993592418,4,4,NA,4,4,NA,NA,NA,NA
307.222798100201,3,3,NA,3,3,NA,NA,NA,NA
308.099223539678,3,3,NA,3,3,NA,NA,NA,NA
308.15094228689,3,3,NA,3,3,NA,NA,NA,NA
308.163893831863,3,3,NA,3,3,NA,NA,NA,NA
308.189751755824,2,2,NA,2,2,NA,NA,NA,NA
308.195151219035,1,1,NA,1,1,NA,NA,NA,NA
308.20837635301,3,3,NA,3,3,NA,NA,NA,NA
309.062106697264,2,2,NA,2,2,NA,NA,NA,NA
309.067761217857,2,2,NA,2,2,NA,NA,NA,NA
309.075097770653,2,2,NA,2,2,NA,NA,NA,NA
309.092882968242,3,3,NA,3,3,NA,NA,NA,NA
309.101746003356,1,1,NA,1,1,NA,NA,NA,NA
309.111516523877,5,5,NA,5,5,NA,NA,NA,NA
309.129102238077,2.5,2.5,1.29,2.5,2.5,0.71,2.5,2.5,2.12
309.13476863451,3,3,NA,3,3,NA,NA,NA,NA
309.14777058814,2,2,NA,2,2,NA,NA,NA,NA
309.165739955292,6,6,NA,6,6,NA,NA,NA,NA
309.171211977864,9,9,NA,9,9,NA,NA,NA,NA
309.174555991657,1,1,NA,1,1,NA,NA,NA,NA
309.184259861957,2,2,NA,2,2,NA,NA,NA,NA
309.202065771831,3,3,NA,3,3,NA,NA,NA,NA
310.070340362874,2,2,NA,2,2,NA,NA,NA,NA
310.151253010501,3,3,NA,3,3,NA,NA,NA,NA
310.166424747266,3,3,NA,3,3,NA,NA,NA,NA
310.174566133604,1,1,NA,1,1,NA,NA,NA,NA
310.177925998552,2,2,NA,2,2,NA,NA,NA,NA
310.197387515715,1,1,NA,1,1,NA,NA,NA,NA
310.202847263313,3,3,NA,3,3,NA,NA,NA,NA
310.20550240377,1,1,NA,1,1,NA,NA,NA,NA
310.210922951432,3,3,NA,3,3,NA,NA,NA,NA
310.791292153849,1,1,NA,1,1,NA,NA,NA,NA
310.948812028684,1,1,NA,1,1,NA,NA,NA,NA
311.090761622611,4,4,NA,4,4,NA,NA,NA,NA
311.108502532144,1,1,NA,1,1,NA,NA,NA,NA
311.114070568408,4,4,NA,4,4,NA,NA,NA,NA
311.127158383139,5,5,NA,5,5,NA,NA,NA,NA
311.142430531938,3,3,NA,3,3,NA,NA,NA,NA
311.144927679037,4,4,NA,4,4,NA,NA,NA,NA
311.150462205937,1,1,NA,1,1,NA,NA,NA,NA
311.168905853618,1,1,NA,1,1,NA,NA,NA,NA
311.186829024932,5,5,NA,5,5,NA,NA,NA,NA
311.223282913429,5,5,NA,5,5,NA,NA,NA,NA
312.067418913098,2,2,NA,2,2,NA,NA,NA,NA
312.109541677027,3,3,NA,3,3,NA,NA,NA,NA
312.145738437928,2,2,NA,2,2,NA,NA,NA,NA
312.148354870089,2,2,NA,2,2,NA,NA,NA,NA
312.172317673253,2,2,NA,2,2,NA,NA,NA,NA
312.226652259724,2,2,NA,2,2,NA,NA,NA,NA
312.909284844091,1,1,NA,1,1,NA,NA,NA,NA
312.945859849645,2,2,NA,2,2,NA,NA,NA,NA
313.093395588497,7,7,NA,7,7,NA,NA,NA,NA
313.096605604582,1,1,NA,1,1,NA,NA,NA,NA
313.106422650759,5,5,NA,5,5,NA,NA,NA,NA
313.121651213126,3,3,NA,3,3,NA,NA,NA,NA
313.129655235739,5,5,NA,5,5,NA,NA,NA,NA
313.139543521699,6,6,NA,6,6,NA,NA,NA,NA
313.158066610355,1,1,NA,1,1,NA,NA,NA,NA
313.165988259453,3,3,NA,3,3,NA,NA,NA,NA
313.175847086478,3,3,NA,3,3,NA,NA,NA,NA
313.2025413233,2,2,NA,2,2,NA,NA,NA,NA
313.238944997647,1,1,NA,1,1,NA,NA,NA,NA
314.101842660885,1,1,NA,1,1,NA,NA,NA,NA
314.161348052946,6,6,NA,6,6,NA,NA,NA,NA
314.168284964167,1,1,NA,1,1,NA,NA,NA,NA
314.226039098369,1,1,NA,1,1,NA,NA,NA,NA
314.242163750905,1,1,NA,1,1,NA,NA,NA,NA
314.943733652301,1,1,NA,1,1,NA,NA,NA,NA
315.058160506743,1,1,NA,1,1,NA,NA,NA,NA
315.072552248382,1,1,NA,1,1,NA,NA,NA,NA
315.108949032293,3,3,NA,3,3,NA,NA,NA,NA
315.137306153334,2,2,NA,2,2,NA,NA,NA,NA
315.145462521857,5,5,NA,5,5,NA,NA,NA,NA
315.155215740356,2,2,NA,2,2,NA,NA,NA,NA
315.1737123104,3,3,NA,3,3,NA,NA,NA,NA
315.181795369448,4,4,NA,4,4,NA,NA,NA,NA
315.210012294385,2,2,NA,2,2,NA,NA,NA,NA
315.218206046331,3,3,NA,3,3,NA,NA,NA,NA
315.229442973453,3,3,NA,3,3,NA,NA,NA,NA
316.140690131133,5,5,NA,5,5,NA,NA,NA,NA
316.151872188519,1,1,NA,1,1,NA,NA,NA,NA
316.177165221062,6,6,NA,6,6,NA,NA,NA,NA
316.185184405947,4,4,NA,4,4,NA,NA,NA,NA
316.213483024523,2,2,NA,2,2,NA,NA,NA,NA
316.228950089321,1,1,NA,1,1,NA,NA,NA,NA
316.241562097287,3,3,NA,3,3,NA,NA,NA,NA
317.080323867815,4,4,NA,4,4,NA,NA,NA,NA
317.101318976204,4,4,NA,4,4,NA,NA,NA,NA
317.116670333285,4,4,NA,4,4,NA,NA,NA,NA
317.12473887302,5,5,NA,5,5,NA,NA,NA,NA
317.134387398261,1,1,NA,1,1,NA,NA,NA,NA
317.139932521154,3,3,NA,3,3,NA,NA,NA,NA
317.152994911653,5,5,NA,5,5,NA,NA,NA,NA
317.161055010823,3,3,NA,3,3,NA,NA,NA,NA
317.170766334848,4,4,NA,4,4,NA,NA,NA,NA
317.17634780579,4,4,NA,4,4,NA,NA,NA,NA
317.212758306673,2,2,NA,2,2,NA,NA,NA,NA
317.22576923025,1,1,NA,1,1,NA,NA,NA,NA
317.245135466247,4,4,NA,4,4,NA,NA,NA,NA
318.13127231394,2,2,NA,2,2,NA,NA,NA,NA
318.143243496692,4,4,NA,4,4,NA,NA,NA,NA
318.15637544454,3,3,NA,3,3,NA,NA,NA,NA
318.167659503254,1,1,NA,1,1,NA,NA,NA,NA
318.229134639792,2,2,NA,2,2,NA,NA,NA,NA
318.238779349001,2,2,NA,2,2,NA,NA,NA,NA
318.248360014017,1,1,NA,1,1,NA,NA,NA,NA
319.086150338343,1,1,NA,1,1,NA,NA,NA,NA
319.09598880821,6,6,NA,6,6,NA,NA,NA,NA
319.113610442443,2,2,NA,2,2,NA,NA,NA,NA
319.132317330729,6,6,NA,6,6,NA,NA,NA,NA
319.140300036884,3,3,NA,3,3,NA,NA,NA,NA
319.150083714954,4,4,NA,4,4,NA,NA,NA,NA
319.155530832265,5,5,NA,5,5,NA,NA,NA,NA
319.168688512421,4,4,NA,4,4,NA,NA,NA,NA
319.204963431257,2,2,NA,2,2,NA,NA,NA,NA
319.222859038129,5,5,NA,5,5,NA,NA,NA,NA
319.241343208019,2,2,NA,2,2,NA,NA,NA,NA
319.260793944143,4,4,NA,4,4,NA,NA,NA,NA
320.127554774383,1,1,NA,1,1,NA,NA,NA,NA
320.172043601592,1,1,NA,1,1,NA,NA,NA,NA
320.244813909151,2,2,NA,2,2,NA,NA,NA,NA
321.111608785399,10,10,NA,10,10,NA,NA,NA,NA
321.129374670509,2,2,NA,2,2,NA,NA,NA,NA
321.148029969856,5,5,NA,5,5,NA,NA,NA,NA
321.165805559893,4,4,NA,4,4,NA,NA,NA,NA
321.171254143652,6,6,NA,6,6,NA,NA,NA,NA
321.184355399895,4,4,NA,4,4,NA,NA,NA,NA
321.20216946798,3,3,NA,3,3,NA,NA,NA,NA
321.220748838277,6,6,NA,6,6,NA,NA,NA,NA
321.238357912356,2,2,NA,2,2,NA,NA,NA,NA
321.257036658996,3,3,NA,3,3,NA,NA,NA,NA
322.10677921662,3,3,NA,3,3,NA,NA,NA,NA
322.174753570323,1,1,NA,1,1,NA,NA,NA,NA
322.187748754954,5,5,NA,5,5,NA,NA,NA,NA
322.241880852022,2,2,NA,2,2,NA,NA,NA,NA
323.030679256704,1,1,NA,1,1,NA,NA,NA,NA
323.064956441415,2,2,NA,2,2,NA,NA,NA,NA
323.081063528228,2,2,NA,2,2,NA,NA,NA,NA
323.090778487981,3,3,NA,3,3,NA,NA,NA,NA
323.127273562629,9,9,NA,9,9,NA,NA,NA,NA
323.144963102809,1,1,NA,1,1,NA,NA,NA,NA
323.150550342659,8,8,NA,8,8,NA,NA,NA,NA
323.163651785789,7,7,NA,7,7,NA,NA,NA,NA
323.181447841268,3,3,NA,3,3,NA,NA,NA,NA
323.186862365717,5,5,NA,5,5,NA,NA,NA,NA
323.20004295195,2,2,NA,2,2,NA,NA,NA,NA
323.223454296102,3,3,NA,3,3,NA,NA,NA,NA
323.24528627565,1,1,NA,1,1,NA,NA,NA,NA
324.122530162347,5,5,NA,5,5,NA,NA,NA,NA
324.145854288997,2,2,NA,2,2,NA,NA,NA,NA
324.158812569716,3,3,NA,3,3,NA,NA,NA,NA
324.190362156401,3,3,NA,3,3,NA,NA,NA,NA
324.203371882867,4,4,NA,4,4,NA,NA,NA,NA
325.087674445413,2,2,1,1,1,NA,2.5,2.5,0.71
325.093514724976,2,2,NA,2,2,NA,NA,NA,NA
325.106455512071,1,1,NA,1,1,NA,NA,NA,NA
325.124257985602,2,2,NA,2,2,NA,NA,NA,NA
325.129919414374,5,5,NA,5,5,NA,NA,NA,NA
325.142835190648,3,3,NA,3,3,NA,NA,NA,NA
325.14837181966,3,3,NA,3,3,NA,NA,NA,NA
325.158169405455,2,2,1.41,2,2,1.41,NA,NA,NA
325.16061629811,1,1,NA,1,1,NA,NA,NA,NA
325.166205940053,6,6,NA,6,6,NA,NA,NA,NA
325.184753761851,1,1,NA,1,1,NA,NA,NA,NA
