"Mass","Mean","Median","SD","SED_Mean","SED_Median","SED_SD","SW_Mean","SW_Median","SW_SD"
325.202587609247,7,7,NA,7,7,NA,NA,NA,NA
326.161498110609,4,4,NA,4,4,NA,NA,NA,NA
326.188175009275,1,1,NA,1,1,NA,NA,NA,NA
326.206006357308,3,3,NA,3,3,NA,NA,NA,NA
326.209083574092,3,3,NA,3,3,NA,NA,NA,NA
326.961506935897,1,1,NA,1,1,NA,NA,NA,NA
327.103678517433,3,3,NA,3,3,NA,NA,NA,NA
327.109221548157,2,2,NA,2,2,NA,NA,NA,NA
327.122175133811,7,7,NA,7,7,NA,NA,NA,NA
327.137453665462,4,4,NA,4,4,NA,NA,NA,NA
327.140053438243,2.5,2.5,2.12,4,4,NA,1,1,NA
327.145442472021,2,2,NA,2,2,NA,NA,NA,NA
327.173845445413,3,3,NA,3,3,NA,NA,NA,NA
327.180671178195,3,3,NA,3,3,NA,NA,NA,NA
327.191569244442,3,3,NA,3,3,NA,NA,NA,NA
327.218269145529,3,3,NA,3,3,NA,NA,NA,NA
327.254629128088,3,3,NA,3,3,NA,NA,NA,NA
328.151952800813,1,1,NA,1,1,NA,NA,NA,NA
328.177234736348,4,4,NA,4,4,NA,NA,NA,NA
328.205471362109,3,3,NA,3,3,NA,NA,NA,NA
328.213537718258,2,2,NA,2,2,NA,NA,NA,NA
328.221657530688,3,3,NA,3,3,NA,NA,NA,NA
328.959475890605,1,1,NA,1,1,NA,NA,NA,NA
329.078011313626,10.63,11,2.79,2,2,NA,11.11,11,1.91
329.116713151309,6,6,NA,6,6,NA,NA,NA,NA
329.124878798051,5,5,NA,5,5,NA,NA,NA,NA
329.152719499885,6,6,NA,6,6,NA,NA,NA,NA
329.166533617451,2,2,NA,2,2,NA,NA,NA,NA
329.170830968871,5,5,NA,5,5,NA,NA,NA,NA
329.176376458301,4,4,NA,4,4,NA,NA,NA,NA
329.189429998536,3,3,NA,3,3,NA,NA,NA,NA
329.197505651545,8,8,NA,8,8,NA,NA,NA,NA
329.233885690284,4,4,NA,4,4,NA,NA,NA,NA
330.131261274049,1,1,NA,1,1,NA,NA,NA,NA
330.156455678131,4,4,NA,4,4,NA,NA,NA,NA
330.192930821653,2,2,NA,2,2,NA,NA,NA,NA
330.221091991191,4,4,NA,4,4,NA,NA,NA,NA
330.237217917929,4,4,NA,4,4,NA,NA,NA,NA
330.754223719116,1,1,NA,1,1,NA,NA,NA,NA
330.956432201984,1,1,NA,1,1,NA,NA,NA,NA
330.98050429116,1,1,NA,1,1,NA,NA,NA,NA
331.095952656122,5,5,NA,5,5,NA,NA,NA,NA
331.104059042924,1,1,NA,1,1,NA,NA,NA,NA
331.113859050285,3,3,NA,3,3,NA,NA,NA,NA
331.132347686826,9,9,NA,9,9,NA,NA,NA,NA
331.159811811109,2,2,NA,2,2,NA,NA,NA,NA
331.162774688908,3,3,NA,3,3,NA,NA,NA,NA
331.168708442213,5,5,NA,5,5,NA,NA,NA,NA
331.176774123882,6,6,NA,6,6,NA,NA,NA,NA
331.180153427918,1,1,NA,1,1,NA,NA,NA,NA
331.18648433547,4,4,NA,4,4,NA,NA,NA,NA
331.192181099597,3,3,NA,3,3,NA,NA,NA,NA
331.205174512623,2,2,NA,2,2,NA,NA,NA,NA
331.213415617453,1,1,NA,1,1,NA,NA,NA,NA
331.224399254993,5,5,NA,5,5,NA,NA,NA,NA
331.249577192059,1,1,NA,1,1,NA,NA,NA,NA
332.17215309859,5,5,NA,5,5,NA,NA,NA,NA
332.208488271324,2,2,NA,2,2,NA,NA,NA,NA
332.218160589687,3,3,NA,3,3,NA,NA,NA,NA
332.236735192781,3,3,NA,3,3,NA,NA,NA,NA
332.953370335306,1,1,NA,1,1,NA,NA,NA,NA
333.071388182842,1,1,NA,1,1,NA,NA,NA,NA
333.075194816933,2,2,NA,2,2,NA,NA,NA,NA
333.111637176775,9,9,NA,9,9,NA,NA,NA,NA
333.119695114558,1,1,NA,1,1,NA,NA,NA,NA
333.129588607116,3,3,NA,3,3,NA,NA,NA,NA
333.134976883505,2,2,NA,2,2,NA,NA,NA,NA
333.147996935467,9,9,NA,9,9,NA,NA,NA,NA
333.15440073107,2,2,NA,2,2,NA,NA,NA,NA
333.15690433044,1,1,NA,1,1,NA,NA,NA,NA
333.165884085773,3,3,NA,3,3,NA,NA,NA,NA
333.171336460442,1,1,NA,1,1,NA,NA,NA,NA
333.1844293533,6,6,NA,6,6,NA,NA,NA,NA
333.192381612776,2,2,NA,2,2,NA,NA,NA,NA
333.202114999717,4,4,NA,4,4,NA,NA,NA,NA
333.207724251479,2,2,NA,2,2,NA,NA,NA,NA
333.220765797923,2,2,NA,2,2,NA,NA,NA,NA
333.240054707215,6,6,NA,6,6,NA,NA,NA,NA
333.257079034532,1,1,NA,1,1,NA,NA,NA,NA
334.187725106832,5,5,NA,5,5,NA,NA,NA,NA
334.211112525056,2,2,NA,2,2,NA,NA,NA,NA
334.224196775605,4,4,NA,4,4,NA,NA,NA,NA
334.25251411213,2,2,NA,2,2,NA,NA,NA,NA
335.09087525839,7,7,NA,7,7,NA,NA,NA,NA
335.108671721257,1,1,NA,1,1,NA,NA,NA,NA
335.127295712074,4,4,NA,4,4,NA,NA,NA,NA
335.145104127092,1,1,NA,1,1,NA,NA,NA,NA
335.150759350061,4,4,NA,4,4,NA,NA,NA,NA
335.163693960198,6,6,NA,6,6,NA,NA,NA,NA
335.181504434559,3,3,NA,3,3,NA,NA,NA,NA
335.217835594684,3,3,NA,3,3,NA,NA,NA,NA
335.223425926381,2,2,NA,2,2,NA,NA,NA,NA
335.236311617829,1,1,NA,1,1,NA,NA,NA,NA
335.25586552405,1,1,NA,1,1,NA,NA,NA,NA
336.146025189528,5,5,NA,5,5,NA,NA,NA,NA
336.158885910912,2,2,NA,2,2,NA,NA,NA,NA
336.203633528682,1,1,NA,1,1,NA,NA,NA,NA
336.226760687483,3,3,NA,3,3,NA,NA,NA,NA
336.239708086037,3,3,NA,3,3,NA,NA,NA,NA
336.249514797085,2,2,NA,2,2,NA,NA,NA,NA
337.046388762782,1,1,NA,1,1,NA,NA,NA,NA
337.106548201717,9,9,NA,9,9,NA,NA,NA,NA
337.124394966525,3,3,NA,3,3,NA,NA,NA,NA
337.129901420197,2,2,NA,2,2,NA,NA,NA,NA
337.142960839802,4,4,NA,4,4,NA,NA,NA,NA
337.160817856393,2,2,NA,2,2,NA,NA,NA,NA
337.166355774903,5,5,NA,5,5,NA,NA,NA,NA
337.179263170399,5,5,NA,5,5,NA,NA,NA,NA
337.197244398134,3,3,NA,3,3,NA,NA,NA,NA
337.202624706182,2,2,NA,2,2,NA,NA,NA,NA
337.21569339003,2,2,NA,2,2,NA,NA,NA,NA
337.239026015837,2,2,NA,2,2,NA,NA,NA,NA
338.101896595134,2,2,NA,2,2,NA,NA,NA,NA
338.149319057395,1,1,NA,1,1,NA,NA,NA,NA
338.156012363879,1,1,NA,1,1,NA,NA,NA,NA
338.161715069199,1,1,NA,1,1,NA,NA,NA,NA
338.174557207883,6,6,NA,6,6,NA,NA,NA,NA
338.197958306002,4,4,NA,4,4,NA,NA,NA,NA
338.209410451458,1,1,NA,1,1,NA,NA,NA,NA
338.242378962815,2,2,NA,2,2,NA,NA,NA,NA
338.247302518113,5,5,NA,5,5,NA,NA,NA,NA
339.08582686056,1.5,1.5,0.71,2,2,NA,1,1,NA
339.10932279864,1,1,NA,1,1,NA,NA,NA,NA
339.122185437879,4.5,4.5,4.95,8,8,NA,1,1,NA
339.137501967693,2,2,NA,2,2,NA,NA,NA,NA
339.145595043434,2,2,NA,2,2,NA,NA,NA,NA
339.158582198548,5,5,NA,5,5,NA,NA,NA,NA
339.166680571784,2,2,NA,2,2,NA,NA,NA,NA
339.17640325054,2,2,NA,2,2,NA,NA,NA,NA
339.181953139896,5,5,NA,5,5,NA,NA,NA,NA
339.210523405903,2,2,NA,2,2,NA,NA,NA,NA
339.212894420135,2,2,NA,2,2,NA,NA,NA,NA
339.218328770611,2,2,NA,2,2,NA,NA,NA,NA
339.254822056596,1,1,NA,1,1,NA,NA,NA,NA
340.117492328258,3,3,NA,3,3,NA,NA,NA,NA
340.140935007144,4,4,NA,4,4,NA,NA,NA,NA
340.153847565793,2,2,NA,2,2,NA,NA,NA,NA
340.162122135077,1,1,NA,1,1,NA,NA,NA,NA
340.185329408815,2,2,NA,2,2,NA,NA,NA,NA
340.213516279775,1,1,NA,1,1,NA,NA,NA,NA
340.885938654855,1,1,NA,1,1,NA,NA,NA,NA
341.088450739715,2,2,NA,2,2,NA,NA,NA,NA
341.11948093363,4,4,NA,4,4,NA,NA,NA,NA
341.125009967219,4,4,NA,4,4,NA,NA,NA,NA
341.13790040164,1,1,NA,1,1,NA,NA,NA,NA
341.153124821741,5,5,NA,5,5,NA,NA,NA,NA
341.155693609567,3,3,NA,3,3,NA,NA,NA,NA
341.1612553997,3,3,NA,3,3,NA,NA,NA,NA
341.189573629375,2,2,NA,2,2,NA,NA,NA,NA
341.19220298502,1,1,NA,1,1,NA,NA,NA,NA
341.197602056642,5,5,NA,5,5,NA,NA,NA,NA
341.207351648977,1,1,NA,1,1,NA,NA,NA,NA
341.234068514551,2,2,NA,2,2,NA,NA,NA,NA
341.270437787544,1,1,NA,1,1,NA,NA,NA,NA
342.156571254375,4,4,NA,4,4,NA,NA,NA,NA
342.167638476185,1,1,NA,1,1,NA,NA,NA,NA
342.184814972724,3,3,NA,3,3,NA,NA,NA,NA
342.192954476861,3,3,NA,3,3,NA,NA,NA,NA
342.20084145641,3,3,NA,3,3,NA,NA,NA,NA
342.229316164981,2,2,NA,2,2,NA,NA,NA,NA
343.09595702355,7,7,NA,7,7,NA,NA,NA,NA
343.104095129183,3,3,NA,3,3,NA,NA,NA,NA
343.132540506058,2,2,NA,2,2,NA,NA,NA,NA
343.13500728446,1,1,NA,1,1,NA,NA,NA,NA
343.140568676207,5,5,NA,5,5,NA,NA,NA,NA
343.150327482092,1,1,NA,1,1,NA,NA,NA,NA
343.168778396235,4,4,NA,4,4,NA,NA,NA,NA
343.17686559562,3,3,NA,3,3,NA,NA,NA,NA
343.190069814187,1,1,NA,1,1,NA,NA,NA,NA
343.205245598654,1,1,NA,1,1,NA,NA,NA,NA
343.213262278632,2,2,NA,2,2,NA,NA,NA,NA
343.24966281885,2,2,NA,2,2,NA,NA,NA,NA
343.978645233505,1,1,NA,1,1,NA,NA,NA,NA
344.172147287705,4,4,NA,4,4,NA,NA,NA,NA
344.183411725249,3,3,NA,3,3,NA,NA,NA,NA
344.2005304779,2,2,NA,2,2,NA,NA,NA,NA
344.208637909846,2,2,NA,2,2,NA,NA,NA,NA
344.216633383527,4,4,NA,4,4,NA,NA,NA,NA
344.236797704617,2,2,NA,2,2,NA,NA,NA,NA
344.245024555593,2,2,NA,2,2,NA,NA,NA,NA
344.273302606767,1,1,NA,1,1,NA,NA,NA,NA
344.731357597243,1,1,NA,1,1,NA,NA,NA,NA
345.111677055735,2,2,NA,2,2,NA,NA,NA,NA
345.119857378342,3,3,NA,3,3,NA,NA,NA,NA
345.148104741952,3,3,NA,3,3,NA,NA,NA,NA
345.156210981844,2,2,NA,2,2,NA,NA,NA,NA
345.165997158661,2,2,NA,2,2,NA,NA,NA,NA
345.184485713607,4,4,NA,4,4,NA,NA,NA,NA
345.192708316297,5,5,NA,5,5,NA,NA,NA,NA
345.195821405343,1,1,NA,1,1,NA,NA,NA,NA
345.203907905221,1,1,NA,1,1,NA,NA,NA,NA
345.228933742314,3,3,NA,3,3,NA,NA,NA,NA
345.276625010767,1,1,NA,1,1,NA,NA,NA,NA
346.17973621513,3,3,NA,3,3,NA,NA,NA,NA
346.187883072963,1,1,NA,1,1,NA,NA,NA,NA
346.216041146143,2,2,NA,2,2,NA,NA,NA,NA
346.252570020009,2,2,NA,2,2,NA,NA,NA,NA
346.728362914109,1,1,NA,1,1,NA,NA,NA,NA
346.766852448586,1,1,NA,1,1,NA,NA,NA,NA
346.775883925695,1,1,NA,1,1,NA,NA,NA,NA
347.071002761643,1,1,NA,1,1,NA,NA,NA,NA
347.076679192847,1,1,NA,1,1,NA,NA,NA,NA
347.090879943713,8,8,NA,8,8,NA,NA,NA,NA
347.127388252361,1,1,NA,1,1,NA,NA,NA,NA
347.135452715772,3,3,NA,3,3,NA,NA,NA,NA
347.145212064643,2,2,NA,2,2,NA,NA,NA,NA
347.163887517143,2,2,NA,2,2,NA,NA,NA,NA
347.171873371609,3,3,NA,3,3,NA,NA,NA,NA
347.181681604849,3,3,NA,3,3,NA,NA,NA,NA
347.187236156558,1,1,NA,1,1,NA,NA,NA,NA
347.200152558684,2,2,NA,2,2,NA,NA,NA,NA
347.219448396551,2,2,NA,2,2,NA,NA,NA,NA
348.076419115964,1,1,NA,1,1,NA,NA,NA,NA
348.19083584152,3,3,NA,3,3,NA,NA,NA,NA
348.203588710087,2,2,NA,2,2,NA,NA,NA,NA
348.21313678528,2,2,NA,2,2,NA,NA,NA,NA
348.231716923865,6,6,NA,6,6,NA,NA,NA,NA
348.268104898896,3,3,NA,3,3,NA,NA,NA,NA
348.77284771721,1,1,NA,1,1,NA,NA,NA,NA
349.055858629726,1,1,NA,1,1,NA,NA,NA,NA
349.073750482957,1,1,NA,1,1,NA,NA,NA,NA
349.08811015751,1,1,NA,1,1,NA,NA,NA,NA
349.106581632268,2,2,NA,2,2,NA,NA,NA,NA
349.124408181763,3,3,NA,3,3,NA,NA,NA,NA
349.143135685037,1,1,NA,1,1,NA,NA,NA,NA
349.160955774171,6,6,NA,6,6,NA,NA,NA,NA
349.16646562728,2,2,NA,2,2,NA,NA,NA,NA
349.17948498475,1,1,NA,1,1,NA,NA,NA,NA
349.190735203388,1,1,NA,1,1,NA,NA,NA,NA
349.202883762808,3,3,NA,3,3,NA,NA,NA,NA
349.215799637688,3,3,NA,3,3,NA,NA,NA,NA
349.235235694583,2,2,NA,2,2,NA,NA,NA,NA
349.28874828165,1,1,NA,1,1,NA,NA,NA,NA
350.059278628502,1,1,NA,1,1,NA,NA,NA,NA
350.138252681964,2,2,NA,2,2,NA,NA,NA,NA
350.174628357176,2,2,NA,2,2,NA,NA,NA,NA
350.206004797359,3,3,NA,3,3,NA,NA,NA,NA
350.219162750639,5,5,NA,5,5,NA,NA,NA,NA
350.247525068259,1,1,NA,1,1,NA,NA,NA,NA
351.045564601468,1,1,NA,1,1,NA,NA,NA,NA
351.135157271273,3,3,NA,3,3,NA,NA,NA,NA
351.140182294003,3,3,NA,3,3,NA,NA,NA,NA
351.158803147406,4,4,NA,4,4,NA,NA,NA,NA
351.176508207939,3,3,NA,3,3,NA,NA,NA,NA
351.195179700819,3,3,NA,3,3,NA,NA,NA,NA
351.212998599438,3,3,NA,3,3,NA,NA,NA,NA
351.218525261538,4,4,NA,4,4,NA,NA,NA,NA
351.23138840492,4,4,NA,4,4,NA,NA,NA,NA
351.250888665433,2,2,NA,2,2,NA,NA,NA,NA
352.10712375983,2,2,0,2,2,0,NA,NA,NA
352.128923765424,2,2,NA,2,2,NA,NA,NA,NA
352.154045580079,2,2,NA,2,2,NA,NA,NA,NA
352.177583433322,1,1,NA,1,1,NA,NA,NA,NA
352.190542895035,1,1,NA,1,1,NA,NA,NA,NA
352.22192265996,1,1,NA,1,1,NA,NA,NA,NA
352.234760703386,2,2,NA,2,2,NA,NA,NA,NA
352.244631979193,1,1,NA,1,1,NA,NA,NA,NA
353.101686451504,3,3,NA,3,3,NA,NA,NA,NA
353.119494156437,1,1,NA,1,1,NA,NA,NA,NA
353.12495080474,5,5,NA,5,5,NA,NA,NA,NA
353.132402894473,1,1,0,1,1,NA,1,1,0
353.138084743364,3,3,NA,3,3,NA,NA,NA,NA
353.142037715029,1,1,NA,1,1,NA,NA,NA,NA
353.153474400606,1,1,NA,1,1,NA,NA,NA,NA
353.155867213632,6,6,NA,6,6,NA,NA,NA,NA
353.161310868205,2,2,NA,2,2,NA,NA,NA,NA
353.189790155198,4,4,NA,4,4,NA,NA,NA,NA
353.192198114826,1,1,NA,1,1,NA,NA,NA,NA
353.197816747055,1,1,NA,1,1,NA,NA,NA,NA
353.210585175808,3,3,NA,3,3,NA,NA,NA,NA
353.216437727878,1,1,NA,1,1,NA,NA,NA,NA
353.228598006667,1,1,NA,1,1,NA,NA,NA,NA
353.234168823112,4,4,NA,4,4,NA,NA,NA,NA
354.135625868037,1,1,NA,1,1,NA,NA,NA,NA
354.19316814273,1,1,NA,1,1,NA,NA,NA,NA
354.204504522302,1,1,NA,1,1,NA,NA,NA,NA
354.781047417162,1,1,NA,1,1,NA,NA,NA,NA
355.067973563518,1,1,NA,1,1,NA,NA,NA,NA
355.112473479006,2,2,NA,2,2,NA,NA,NA,NA
355.117209579017,3,3,NA,3,3,NA,NA,NA,NA
355.130047390465,1,1,NA,1,1,NA,NA,NA,NA
355.132544938663,2,2,NA,2,2,NA,NA,NA,NA
355.135131449553,5,5,NA,5,5,NA,NA,NA,NA
355.140923665193,1.5,1.5,0.71,2,2,NA,1,1,NA
355.153793152332,5,5,NA,5,5,NA,NA,NA,NA
355.169058424849,5,5,NA,5,5,NA,NA,NA,NA
355.171595531198,2,2,NA,2,2,NA,NA,NA,NA
355.177136032312,5,5,NA,5,5,NA,NA,NA,NA
355.186840035972,2,2,NA,2,2,NA,NA,NA,NA
355.205460224526,5,5,NA,5,5,NA,NA,NA,NA
355.213529248305,1,1,NA,1,1,NA,NA,NA,NA
355.224670372149,2,2,NA,2,2,NA,NA,NA,NA
355.249802605372,2,2,NA,2,2,NA,NA,NA,NA
356.172369041606,2,2,NA,2,2,NA,NA,NA,NA
356.208763281633,4,4,NA,4,4,NA,NA,NA,NA
356.245145165916,3,3,NA,3,3,NA,NA,NA,NA
357.109479729047,1,1,NA,1,1,NA,NA,NA,NA
357.119933327708,5,5,NA,5,5,NA,NA,NA,NA
357.133098451955,2,2,NA,2,2,NA,NA,NA,NA
357.148204792712,1,1,NA,1,1,NA,NA,NA,NA
357.150783119081,5,5,NA,5,5,NA,NA,NA,NA
357.156268306076,2,2,NA,2,2,NA,NA,NA,NA
357.184656244328,1,1,NA,1,1,NA,NA,NA,NA
357.192768814196,4,4,NA,4,4,NA,NA,NA,NA
357.202527703465,1,1,NA,1,1,NA,NA,NA,NA
357.229126877761,2,2,NA,2,2,NA,NA,NA,NA
357.994320872335,1,1,NA,1,1,NA,NA,NA,NA
358.094176525727,1,1,NA,1,1,NA,NA,NA,NA
358.162781986817,2,2,NA,2,2,NA,NA,NA,NA
358.180122103386,4,4,NA,4,4,NA,NA,NA,NA
358.188064874199,4,4,NA,4,4,NA,NA,NA,NA
358.22438623279,1,1,NA,1,1,NA,NA,NA,NA
358.988065617131,1,1,NA,1,1,NA,NA,NA,NA
359.127580715988,3,3,NA,3,3,NA,NA,NA,NA
359.135604462357,2,2,NA,2,2,NA,NA,NA,NA
359.145388815947,2,2,NA,2,2,NA,NA,NA,NA
359.161818721482,1,1,NA,1,1,NA,NA,NA,NA
359.163962149131,7,7,NA,7,7,NA,NA,NA,NA
359.171959672295,4,4,NA,4,4,NA,NA,NA,NA
359.181659257729,2,2,NA,2,2,NA,NA,NA,NA
359.200341466143,4,4,NA,4,4,NA,NA,NA,NA
359.208354786001,5,5,NA,5,5,NA,NA,NA,NA
359.236750317375,4,4,NA,4,4,NA,NA,NA,NA
359.24479858056,2,2,NA,2,2,NA,NA,NA,NA
360.122967236509,2,2,NA,2,2,NA,NA,NA,NA
360.167300227833,4,4,NA,4,4,NA,NA,NA,NA
360.195621913206,2,2,NA,2,2,NA,NA,NA,NA
360.203562015803,3,3,NA,3,3,NA,NA,NA,NA
360.214883861392,2,2,NA,2,2,NA,NA,NA,NA
360.240107553115,5,5,NA,5,5,NA,NA,NA,NA
360.268395051046,4,4,NA,4,4,NA,NA,NA,NA
361.093647851751,2,2,NA,2,2,NA,NA,NA,NA
361.106857831522,2,2,NA,2,2,NA,NA,NA,NA
361.143235487108,9,9,NA,9,9,NA,NA,NA,NA
361.151322806656,3,3,NA,3,3,NA,NA,NA,NA
361.161012675029,1,1,NA,1,1,NA,NA,NA,NA
361.164358333685,2,2,NA,2,2,NA,NA,NA,NA
361.166557027589,1,1,NA,1,1,NA,NA,NA,NA
361.1796895804,3,3,NA,3,3,NA,NA,NA,NA
361.18773965801,3,3,NA,3,3,NA,NA,NA,NA
361.208690638146,1,1,NA,1,1,NA,NA,NA,NA
361.216022878276,5,5,NA,5,5,NA,NA,NA,NA
361.224136691231,1,1,NA,1,1,NA,NA,NA,NA
361.22732419881,1,1,NA,1,1,NA,NA,NA,NA
361.252442399044,3,3,NA,3,3,NA,NA,NA,NA
361.288781571773,1,1,NA,1,1,NA,NA,NA,NA
362.146585346426,2,2,NA,2,2,NA,NA,NA,NA
362.189531830638,2,2,NA,2,2,NA,NA,NA,NA
362.192676839444,1,1,NA,1,1,NA,NA,NA,NA
362.211315954715,5,5,NA,5,5,NA,NA,NA,NA
362.219315498377,3,3,NA,3,3,NA,NA,NA,NA
362.247616612265,1,1,NA,1,1,NA,NA,NA,NA
362.265478450509,1,1,NA,1,1,NA,NA,NA,NA
362.724625047516,1,1,NA,1,1,NA,NA,NA,NA
363.077402280438,1,1,NA,1,1,NA,NA,NA,NA
363.086152102955,1,1,NA,1,1,NA,NA,NA,NA
363.122539758951,4,4,NA,4,4,NA,NA,NA,NA
363.14025287748,1,1,NA,1,1,NA,NA,NA,NA
363.145944956064,1,1,NA,1,1,NA,NA,NA,NA
363.158931832841,3,3,NA,3,3,NA,NA,NA,NA
363.176712241128,1,1,NA,1,1,NA,NA,NA,NA
363.182121066157,1,1,NA,1,1,NA,NA,NA,NA
363.195271656309,9,9,NA,9,9,NA,NA,NA,NA
363.221915481237,1,1,NA,1,1,NA,NA,NA,NA
363.23169848064,3,3,NA,3,3,NA,NA,NA,NA
363.268070554465,3,3,NA,3,3,NA,NA,NA,NA
363.304487378946,2,2,NA,2,2,NA,NA,NA,NA
364.125888735262,2,2,NA,2,2,NA,NA,NA,NA
364.162247286588,3,3,NA,3,3,NA,NA,NA,NA
364.198704602048,4,4,NA,4,4,NA,NA,NA,NA
364.20831494884,2,2,NA,2,2,NA,NA,NA,NA
364.226900615125,3,3,NA,3,3,NA,NA,NA,NA
364.263310353979,3,3,NA,3,3,NA,NA,NA,NA
365.101888714604,1,1,NA,1,1,NA,NA,NA,NA
365.119447669713,1,1,NA,1,1,NA,NA,NA,NA
365.125027554671,2,2,NA,2,2,NA,NA,NA,NA
365.138219291327,2,2,NA,2,2,NA,NA,NA,NA
365.153563049992,1,1,NA,1,1,NA,NA,NA,NA
365.155994199414,1,1,NA,1,1,NA,NA,NA,NA
365.161575556079,2,2,NA,2,2,NA,NA,NA,NA
365.17460036864,4,4,NA,4,4,NA,NA,NA,NA
365.192388028712,3,3,NA,3,3,NA,NA,NA,NA
365.197950328762,2,2,NA,2,2,NA,NA,NA,NA
365.210971195828,6,6,NA,6,6,NA,NA,NA,NA
365.247385773486,3,3,NA,3,3,NA,NA,NA,NA
366.054202028374,4,4,NA,4,4,NA,NA,NA,NA
366.13353601786,1,1,NA,1,1,NA,NA,NA,NA
366.141525410088,2,2,NA,2,2,NA,NA,NA,NA
366.169725906228,4,4,NA,4,4,NA,NA,NA,NA
366.177903957205,4,4,NA,4,4,NA,NA,NA,NA
366.214425747221,1,1,NA,1,1,NA,NA,NA,NA
366.224086584596,4,4,NA,4,4,NA,NA,NA,NA
366.242634192195,3,3,NA,3,3,NA,NA,NA,NA
366.250735513912,2,2,NA,2,2,NA,NA,NA,NA
366.260467589779,3,3,NA,3,3,NA,NA,NA,NA
367.098888104069,3,3,NA,3,3,NA,NA,NA,NA
367.117351933699,2,2,NA,2,2,NA,NA,NA,NA
367.140977022953,4,4,NA,4,4,NA,NA,NA,NA
367.153936014455,2,2,NA,2,2,NA,NA,NA,NA
367.171657828693,3,3,NA,3,3,NA,NA,NA,NA
367.177128265245,3,3,NA,3,3,NA,NA,NA,NA
367.190183016791,7,7,NA,7,7,NA,NA,NA,NA
367.20806150646,3,3,NA,3,3,NA,NA,NA,NA
367.213614056935,1,1,NA,1,1,NA,NA,NA,NA
367.227523342185,2,2,NA,2,2,NA,NA,NA,NA
367.244417336937,1,1,NA,1,1,NA,NA,NA,NA
368.11273822353,2,2,NA,2,2,NA,NA,NA,NA
368.172330030148,2,2,NA,2,2,NA,NA,NA,NA
368.211501245909,2,2,NA,2,2,NA,NA,NA,NA
368.213889423484,2,2,NA,2,2,NA,NA,NA,NA
368.239792654425,1,1,NA,1,1,NA,NA,NA,NA
368.24774662623,3,3,NA,3,3,NA,NA,NA,NA
368.757832897224,1,1,NA,1,1,NA,NA,NA,NA
369.083709464541,1,1,NA,1,1,NA,NA,NA,NA
369.133152592884,1,1,NA,1,1,NA,NA,NA,NA
369.148301937724,1,1,NA,1,1,NA,NA,NA,NA
369.156314532288,5,5,NA,5,5,NA,NA,NA,NA
369.166359799138,1,1,NA,1,1,NA,NA,NA,NA
369.169636341036,5,5,NA,5,5,NA,NA,NA,NA
369.182541369387,2,2,NA,2,2,NA,NA,NA,NA
369.18482781741,1,1,NA,1,1,NA,NA,NA,NA
369.192805878761,1,1,NA,1,1,NA,NA,NA,NA
369.203938522185,2,2,NA,2,2,NA,NA,NA,NA
369.208096380873,2,2,NA,2,2,NA,NA,NA,NA
369.223717094126,2,2,NA,2,2,NA,NA,NA,NA
369.229316475912,3,3,NA,3,3,NA,NA,NA,NA
369.265748963674,3,3,NA,3,3,NA,NA,NA,NA
370.128398965319,1,1,NA,1,1,NA,NA,NA,NA
370.210898073383,2,2,NA,2,2,NA,NA,NA,NA
370.232561888146,1,1,NA,1,1,NA,NA,NA,NA
370.289242759356,1,1,NA,1,1,NA,NA,NA,NA
370.747451164154,1,1,NA,1,1,NA,NA,NA,NA
371.125359673156,3,3,NA,3,3,NA,NA,NA,NA
371.148874238665,4,4,NA,4,4,NA,NA,NA,NA
371.151689469327,2,2,NA,2,2,NA,NA,NA,NA
371.154480259404,1,1,NA,1,1,NA,NA,NA,NA
371.163994429998,4,4,NA,4,4,NA,NA,NA,NA
371.181896632096,1,1,NA,1,1,NA,NA,NA,NA
371.208438421874,4,4,NA,4,4,NA,NA,NA,NA
371.244946834474,2,2,NA,2,2,NA,NA,NA,NA
371.281391691837,2,2,NA,2,2,NA,NA,NA,NA
372.167464581796,3,3,NA,3,3,NA,NA,NA,NA
372.215064496141,2,2,NA,2,2,NA,NA,NA,NA
372.240148966563,2,2,NA,2,2,NA,NA,NA,NA
372.304855696114,1,1,NA,1,1,NA,NA,NA,NA
373.143423168856,4,4,NA,4,4,NA,NA,NA,NA
373.151477380027,3,3,NA,3,3,NA,NA,NA,NA
373.169994144263,2,2,NA,2,2,NA,NA,NA,NA
373.17978262619,4,4,NA,4,4,NA,NA,NA,NA
373.197542988707,1,1,NA,1,1,NA,NA,NA,NA
373.216193217482,3,3,NA,3,3,NA,NA,NA,NA
373.224230042708,4,4,NA,4,4,NA,NA,NA,NA
374.106429329015,1,1,NA,1,1,NA,NA,NA,NA
374.158042355356,1,1,NA,1,1,NA,NA,NA,NA
374.211357533859,1,1,NA,1,1,NA,NA,NA,NA
374.247633280184,3,3,NA,3,3,NA,NA,NA,NA
374.301987420831,1,1,NA,1,1,NA,NA,NA,NA
374.911036668305,1,1,NA,1,1,NA,NA,NA,NA
375.086343263386,2,2,NA,2,2,NA,NA,NA,NA
375.10952869181,1,1,NA,1,1,NA,NA,NA,NA
375.122817300358,3,3,NA,3,3,NA,NA,NA,NA
375.140300942031,1,1,NA,1,1,NA,NA,NA,NA
375.159073513946,8,8,NA,8,8,NA,NA,NA,NA
375.167103100632,1,1,NA,1,1,NA,NA,NA,NA
