"MolForm","cs.flag.emergent_overlap","Mass","Mean","Median","SD","SED_Mean","SED_Median","SED_SD","SW_Mean","SW_Median","SW_SD","info"
"C29H18O17","Global satellite","637.047028",5.25,5.5,2.06155281280883,3,3,NA,6,7,1.73205080756888,FALSE
"C29H20O16","Global satellite","623.067958",11.9444444444444,12.5,2.66727934138277,11.6666666666667,14,5.85946527708232,12,12,1.92724822331886,FALSE
"C29H20O18","Sed Sat - Water Inbetween","655.057936",6.25,6,2.11344899788631,3,3,NA,6.46666666666667,6,1.99523241276609,FALSE
"C29H21O11N2SP",NA,"635.053068",4.8,6,1.6431676725155,NA,NA,NA,4.8,6,1.6431676725155,FALSE
"C29H23O18N",NA,"672.084127",7,7,NA,NA,NA,NA,7,7,NA,FALSE
"C29H24O15","Sed Sat - Water Inbetween","611.104423",5.93333333333333,6,1.11210683353507,6,6,NA,5.93103448275862,6,1.13171912475662,FALSE
"C29H25O16N3",NA,"670.116265",1.5,1.5,0.707106781186548,1.5,1.5,0.707106781186548,NA,NA,NA,FALSE
"C29H26O11",NA,"549.140704",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C29H26O12S2","Sed Sat - Water Inbetween","629.079116",2.80645161290323,3,1.32713613566229,1.5,1.5,0.707106781186548,2.89655172413793,3,1.31867973979948,FALSE
"C29H26O15","Sed Sat - Water Inbetween","613.119618",2.91304347826087,3,1.02525650212065,2.33333333333333,2,1.52752523165195,2.93939393939394,3,1.00581062415099,FALSE
"C29H26O15S2",NA,"677.063699",2.6,2.5,1.26491106406735,NA,NA,NA,2.6,2.5,1.26491106406735,FALSE
"C29H26O16S2",NA,"693.058712",4,3,2.64575131106459,NA,NA,NA,4,3,2.64575131106459,FALSE
"C29H28O13S2","Sed Sat - Water Inbetween","647.089624",2.62857142857143,3,1.13980685375442,3,3,1.4142135623731,2.60606060606061,3,1.14398956341923,FALSE
"C29H28O14S2","Sed Sat - Water Inbetween","663.084588",2.61538461538462,3,1.23537599383906,1,1,0,2.75,3,1.18871505343411,FALSE
"C29H28O8NP",NA,"548.148318",1.4,1,0.699205898780101,NA,NA,NA,1.4,1,0.699205898780101,FALSE
"C29H30O12","Sed Sat - Water Inbetween","569.166768",2.92857142857143,3,1.53643326496804,2,2,NA,2.95121951219512,3,1.54840594664634,FALSE
"C29H31O15N",NA,"632.162254",4.83333333333333,5,0.937436866561092,NA,NA,NA,4.83333333333333,5,0.937436866561092,FALSE
"C29H32O10",NA,"539.192083",5.7027027027027,6,1.43110029279853,NA,NA,NA,5.7027027027027,6,1.43110029279853,FALSE
"C29H32O19",NA,"683.146581",14.4848484848485,15,1.66059500106912,NA,NA,NA,14.4848484848485,15,1.66059500106912,FALSE
"C29H32O7NSP",NA,"568.156603",2.5,2.5,0.707106781186548,NA,NA,NA,2.5,2.5,0.707106781186548,FALSE
"C29H34O16N2",NA,"665.183638",7,7,NA,NA,NA,NA,7,7,NA,FALSE
"C29H34O5S2",NA,"525.177488",2.2,2,0.447213595499958,NA,NA,NA,2.2,2,0.447213595499958,FALSE
"C29H34O8N3SP",NA,"614.173014",3.5,3.5,1.29099444873581,NA,NA,NA,3.5,3.5,1.29099444873581,FALSE
"C29H34O8S2",NA,"573.162217",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C29H34O9","Sed Sat - Water Inbetween","525.212935",11.1071428571429,11,1.77094420754675,NA,NA,NA,11.1071428571429,11,1.77094420754675,FALSE
"C29H35O15P",NA,"653.164088",7,7,NA,NA,NA,NA,7,7,NA,FALSE
"C29H35O9NS2",NA,"604.167858",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C29H36O12","Sed Sat - Water Core","575.213398",32.2772277227723,33,3.35296529025037,25,25,4.93963561409139,32.7368421052632,33,2.65862917131154,FALSE
"C29H36O12","Sed Sat - Water Core","Double",35.2772277227723,36,4.88049052190232,29,29,5.93963561409139,35.4368421052632,35.5,4.22565040778397,NA
"C29H36O8","Global satellite","511.233664",10.0909090909091,10,1.64039906452945,NA,NA,NA,10.0909090909091,10,1.64039906452945,FALSE
"C29H37O10P","Global satellite","575.205174",5.85714285714286,6,1.86445447147161,NA,NA,NA,5.85714285714286,6,1.86445447147161,FALSE
"C29H37O17N4P",NA,"743.181835",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C29H38O12","Sed Sat - Water Core","577.228924",6.93814432989691,7,1.61254478613316,4.2,5,1.30384048104053,7.08695652173913,7,1.49469519045676,FALSE
"C29H38O15","Sed Sat - Water Core","625.214267",5.54285714285714,6,2.45360307858196,NA,NA,NA,5.54285714285714,6,2.45360307858196,FALSE
"C29H38O4S2",NA,"513.213808",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C29H39O10SP",NA,"609.193076",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C29H40O13","Sed Sat - Water Core","595.239629",28.3846153846154,29,4.40463502649189,22.6666666666667,22,3.05505046330389,28.8611111111111,29.5,4.18263606406826,FALSE
"C29H40O13S",NA,"627.211534",8,8,NA,NA,NA,NA,8,8,NA,FALSE
"C29H40O3S2","Global satellite","499.234745",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C29H41O14N3",NA,"654.251487",3,3,NA,3,3,NA,NA,NA,NA,FALSE
"C29H41O19S2P",NA,"787.134491",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C29H41O24P",NA,"803.165633",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C29H41O8SP","Global satellite","579.218739",3,3,NA,3,3,NA,NA,NA,NA,FALSE
"C29H42O13N2S","Global satellite","657.233177",1.33333333333333,1,0.577350269189626,1,1,NA,1.5,1.5,0.707106781186548,FALSE
"C29H42O15","Global satellite","629.245263",3.28571428571429,3,0.487950036474267,NA,NA,NA,3.28571428571429,3,0.487950036474267,FALSE
"C29H42O4S2",NA,"517.244895",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C29H42O9","Sed Sat - Water Core","533.275424",2.94520547945205,3,1.69058184394624,1.5,1.5,0.707106781186548,2.98591549295775,3,1.69446964097475,FALSE
"C29H43O11S2P",NA,"661.191195",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C29H43O15P",NA,"661.226978",3,3,NA,NA,NA,NA,3,3,NA,FALSE
"C29H43O7S2P",NA,"597.211679",1.75,2,0.5,NA,NA,NA,1.75,2,0.5,FALSE
"C29H43O9S2P",NA,"629.201194",2.42105263157895,2,1.1697953037312,NA,NA,NA,2.42105263157895,2,1.1697953037312,FALSE
"C29H44O14","Global satellite","615.265888",4.83333333333333,5,1.64224532179869,5.28571428571429,6,1.38013111868471,4.2,4,1.92353840616713,FALSE
"C29H44O8",NA,"519.296264",4.8125,4.5,1.32759180473518,NA,NA,NA,4.8125,4.5,1.32759180473518,FALSE
"C29H45O10P","Sed Inbetween - Water Core","583.267704",2.40625,2,1.42225787405711,3.58333333333333,4,1.08362466945083,2.13461538461538,2,1.35803846654703,FALSE
"C29H45O13P","Global satellite","631.252483",5.30769230769231,4,2.42846369077981,11,11,NA,4.83333333333333,4,1.80067327475704,FALSE
"C29H45O16S2P",NA,"743.181346",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C29H45O18N4P",NA,"767.239322",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C29H45O19S2P",NA,"791.166481",2,2,0.894427190999916,NA,NA,NA,2,2,0.894427190999916,FALSE
"C29H45O5S2P",NA,"567.237483",1.33333333333333,1,0.577350269189626,NA,NA,NA,1.33333333333333,1,0.577350269189626,FALSE
"C29H45O6NS",NA,"534.289378",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C29H45O8P","Global in-between","551.277811",1.45714285714286,1,0.556534678938594,1.41176470588235,1,0.507299656195892,1.47169811320755,1,0.575251569880707,FALSE
"C29H46O12N2S",NA,"645.269813",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C29H46O3S2",NA,"505.281386",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C29H47O12S2P",NA,"681.217398",1.5,1.5,0.707106781186548,NA,NA,NA,1.5,1.5,0.707106781186548,FALSE
"C29H47O18S2P",NA,"777.186843",4,4,NA,NA,NA,NA,4,4,NA,FALSE
"C29H47O5N3S2",NA,"580.288595",1,1,0,1,1,0,NA,NA,NA,FALSE
"C29H48O10",NA,"555.317208",3.30769230769231,3,1.74035805334596,3.30769230769231,3,1.74035805334596,NA,NA,NA,FALSE
"C29H48O21N2S",NA,"791.239556",3.5,3.5,1.37840487520902,NA,NA,NA,3.5,3.5,1.37840487520902,FALSE
"C29H48O7S2","Sed Inbetween - Water Sat","571.276523",1.8,2,0.861891607371335,1.78571428571429,2,0.892582375303981,2,2,NA,FALSE
"C29H49O11N",NA,"586.323639",2,2,1,2,2,1,NA,NA,NA,FALSE
"C29H50O10S",NA,"589.305274",3,3,NA,NA,NA,NA,3,3,NA,FALSE
"C29H50O13NP",NA,"650.294868",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C29H50O13S",NA,"637.290084",7,7,NA,NA,NA,NA,7,7,NA,FALSE
"C29H50O8",NA,"525.343394",1.625,1,0.916125381312904,1.625,1,0.916125381312904,NA,NA,NA,FALSE
"C29H51O12N",NA,"604.333538",2.16666666666667,2.5,0.937436866561092,2.16666666666667,2.5,0.937436866561092,NA,NA,NA,FALSE
"C29H51O13S2P",NA,"701.243267",2.66666666666667,2.5,1.63299316185545,NA,NA,NA,2.66666666666667,2.5,1.63299316185545,FALSE
"C29H51O4S2P",NA,"557.289391",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C29H51O7NS2",NA,"588.303012",1.71428571428571,1,0.951189731211342,1.71428571428571,1,0.951189731211342,NA,NA,NA,FALSE
"C29H52O4S",NA,"495.351226",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C29H52O8S","Global satellite","559.331039",1.83333333333333,1,1.32916013582513,1.5,1,1,2.5,2.5,2.12132034355964,FALSE
"C29H53O16S2P",NA,"751.244323",1.55555555555556,1,0.704792186494566,NA,NA,NA,1.55555555555556,1,0.704792186494566,FALSE
"C29H53O5S2P",NA,"575.299809",2.83333333333333,3,1.32916013582513,2.83333333333333,3,1.32916013582513,NA,NA,NA,FALSE
"C29H54O8",NA,"529.374568",3,3,NA,3,3,NA,NA,NA,NA,FALSE
"C29H57O15S2P",NA,"739.280003",1.25,1,0.5,NA,NA,NA,1.25,1,0.5,FALSE
"C29H60O14NP",NA,"676.367727",4,4,NA,4,4,NA,NA,NA,NA,FALSE
"C30H22O21",NA,"717.058268",1.5,1.5,0.707106781186548,NA,NA,NA,1.5,1.5,0.707106781186548,FALSE
"C30H26O11S2","Global satellite","625.084194",3,3,0,NA,NA,NA,3,3,0,FALSE
"C30H27O11P",NA,"593.121997",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C30H28O12S2","Global satellite","643.094794",2.1,2,0.737864787372622,NA,NA,NA,2.1,2,0.737864787372622,FALSE
"C30H28O13","Global satellite","595.145849",12,12,0,12,12,NA,12,12,NA,FALSE
"C30H28O14","Sed Sat - Water Inbetween","611.140556",15.1891891891892,15,2.77726722034687,4,4,NA,15.5,15.5,2.06328448284352,FALSE
"C30H30O10S",NA,"581.148491",1.45454545454545,1,0.687551650952329,1.45454545454545,1,0.687551650952329,NA,NA,NA,FALSE
"C30H30O13S2","Sed Sat - Water Inbetween","661.105188",3.52173913043478,3,2.11596188197953,3.28571428571429,3,1.49602648308619,3.56410256410256,3,2.22183982314885,FALSE
"C30H30O7",NA,"501.191678",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C30H31O10N2SP",NA,"641.136378",2.65,2.5,1.49443411809733,NA,NA,NA,2.65,2.5,1.49443411809733,FALSE
"C30H31O7P",NA,"533.173526",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C30H32O19","Sed Sat - Water Inbetween","695.146409",10.6,11,1.4142135623731,8.5,8.5,3.53553390593274,10.7826086956522,11,1.08529517305119,FALSE
"C30H33O6N3S",NA,"562.201616",1.07142857142857,1,0.267261241912424,NA,NA,NA,1.07142857142857,1,0.267261241912424,FALSE
"C30H34O10",NA,"553.208124",2.4,2,1.89736659610103,NA,NA,NA,2.4,2,1.89736659610103,FALSE
"C30H34O11N2",NA,"597.209119",3,3,NA,NA,NA,NA,3,3,NA,FALSE
"C30H34O12","Sed Sat - Water Core","585.197889",9.93023255813953,10,1.99876843065876,3,3,2,10.1807228915663,10,1.49098574622469,FALSE
"C30H34O14S2","Global satellite","681.131554",2,1.5,1.4142135623731,1,1,NA,2.33333333333333,2,1.52752523165195,FALSE
"C30H34O24",NA,"777.136808",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C30H34O9N2","Global satellite","565.219114",3.66666666666667,4,0.577350269189626,3,3,NA,4,4,0,FALSE
"C30H35O9N2SP","Sed Sat - Water Inbetween","629.172689",2.75,3,1.40967353922087,1,1,NA,2.79487179487179,3,1.39886207851591,FALSE
"C30H36O10N2","Global satellite","583.229855",1.5,1.5,0.707106781186548,1,1,NA,2,2,NA,FALSE
"C30H36O19",NA,"699.178025",4,4,NA,NA,NA,NA,4,4,NA,FALSE
"C30H36O8",NA,"523.233948",1.5,1.5,0.707106781186548,1.5,1.5,0.707106781186548,NA,NA,NA,FALSE
"C30H36O9N2",NA,"567.234721",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C30H37O13P",NA,"635.190236",3.5,3.5,1.29099444873581,NA,NA,NA,3.5,3.5,1.29099444873581,FALSE
"C30H38O10","Sed Sat - Water Core","557.239616",4.21428571428571,4,1.55446978311584,3,3,NA,4.24390243902439,4,1.56173761888606,FALSE
"C30H38O14","Sed Sat - Water Core","621.218773",21.3033707865169,22,2.83005177587564,16,16,2.82842712474619,21.4252873563218,22,2.72640910402542,FALSE
"C30H38O14S2",NA,"685.162695",1.6,1,0.894427190999916,NA,NA,NA,1.6,1,0.894427190999916,FALSE
"C30H38O8NP",NA,"570.226648",2,2,1.22474487139159,NA,NA,NA,2,2,1.22474487139159,FALSE
"C30H38O9S2","Global satellite","605.188131",1.8125,1,1.10867789130417,NA,NA,NA,1.8125,1,1.10867789130417,FALSE
"C30H39O9NS2",NA,"620.199075",1,1,0,NA,NA,NA,1,1,0,FALSE
"C30H40O17N2S2",NA,"763.169206",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C30H40O5S2",NA,"543.224156",2.33333333333333,2,1.52752523165195,NA,NA,NA,2.33333333333333,2,1.52752523165195,FALSE
"C30H40O6S",NA,"527.247091",4,4,1,4,4,1,NA,NA,NA,FALSE
"C30H41O16P",NA,"687.206244",5.5,5.5,0.707106781186548,NA,NA,NA,5.5,5.5,0.707106781186548,FALSE
"C30H41O9S2P",NA,"639.185462",2.5,2,1.4142135623731,NA,NA,NA,2.5,2,1.4142135623731,FALSE
"C30H42O12N2",NA,"621.266296",2.33333333333333,2,1.52752523165195,2.33333333333333,2,1.52752523165195,NA,NA,NA,FALSE
"C30H42O13S","Global satellite","641.227536",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C30H42O7S",NA,"545.258029",1,1,0,1,1,0,NA,NA,NA,FALSE
"C30H43O9S2P",NA,"641.201215",2.875,3,1.45773797371133,NA,NA,NA,2.875,3,1.45773797371133,FALSE
"C30H44O11S",NA,"611.253414",2.5,2.5,1.29099444873581,NA,NA,NA,2.5,2.5,1.29099444873581,FALSE
"C30H44O14N4",NA,"683.278363",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C30H44O21",NA,"739.230459",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C30H44O4N3P",NA,"540.299399",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C30H44O4N4",NA,"523.328994",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C30H44O7","Sed Inbetween - Water Sat","515.301398",14.3333333333333,13.5,2.14617347995464,13.6,13,1.34989711542111,18,18,1.4142135623731,FALSE
"C30H45O16N4P",NA,"747.249602",1.77777777777778,1,1.39443337755679,NA,NA,NA,1.77777777777778,1,1.39443337755679,FALSE
"C30H46O12","Sed Inbetween - Water Sat","597.291611",11.530612244898,12,1.78070726604542,11.5348837209302,12,1.80408052308546,11.5,11,1.7606816861659,FALSE
"C30H46O12N4",NA,"653.304099",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C30H46O8S2","Sed Sat - Water Inbetween","597.255791",2.73913043478261,2,1.54382615908857,3.5,3,1.91485421551268,2.57894736842105,2,1.46499106837187,FALSE
"C30H47O13N",NA,"628.297315",5,5,0,5,5,0,NA,NA,NA,FALSE
"C30H47O4S2P",NA,"565.258065",1,1,0,NA,NA,NA,1,1,0,FALSE
"C30H47O5P","Sed Core - Water Inbetween","517.308895",1.01369863013699,1,0.117041147196131,1.01449275362319,1,0.120385853085769,1,1,0,FALSE
"C30H47O6P","Sed Inbetween - Water Sat","533.304055",1.83333333333333,2,0.834847109936722,1.83333333333333,2,0.834847109936722,NA,NA,NA,FALSE
"C30H48O21N2S",NA,"803.239661",2,2,0.816496580927726,NA,NA,NA,2,2,0.816496580927726,FALSE
"C30H48O8S","Global satellite","567.299901",3,3,1.4142135623731,2,2,NA,4,4,NA,FALSE
"C30H49O10P",NA,"599.299292",13,13,0,13,13,0,NA,NA,NA,FALSE
"C30H49O18S2P",NA,"791.202799",1.33333333333333,1,0.577350269189626,NA,NA,NA,1.33333333333333,1,0.577350269189626,FALSE
"C30H49O22P",NA,"791.238165",1.28571428571429,1,0.487950036474267,NA,NA,NA,1.28571428571429,1,0.487950036474267,FALSE
"C30H50O10",NA,"569.332928",4.4375,4,2.36961586867563,4.4375,4,2.36961586867563,NA,NA,NA,FALSE
"C30H50O11",NA,"585.328261",3.46341463414634,4,1.46795028825246,3.46341463414634,4,1.46795028825246,NA,NA,NA,FALSE
"C30H50O17N2S",NA,"741.275894",2,2,1.22474487139159,NA,NA,NA,2,2,1.22474487139159,FALSE
"C30H50O18N2S",NA,"757.270464",4.25,4,1.25830573921179,NA,NA,NA,4.25,4,1.25830573921179,FALSE
"C30H50O5N2S2",NA,"581.308859",1,1,0,1,1,0,NA,NA,NA,FALSE
"C30H51O13N",NA,"632.328704",1.25,1,0.447213595499958,1.25,1,0.447213595499958,NA,NA,NA,FALSE
"C30H51O19P",NA,"745.269216",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C30H51O9NS",NA,"600.321358",1,1,0,1,1,0,NA,NA,NA,FALSE
"C30H52O10",NA,"571.349193",1.31578947368421,1,0.945905302926917,1.31578947368421,1,0.945905302926917,NA,NA,NA,FALSE
"C30H52O13S",NA,"651.305781",5,5,NA,NA,NA,NA,5,5,NA,FALSE
"C30H52O8S",NA,"571.331069",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C30H53O13P",NA,"651.315422",2.58333333333333,2.5,1.44337567297406,2.58333333333333,2.5,1.44337567297406,NA,NA,NA,FALSE
"C30H53O14P",NA,"667.310222",9.85714285714286,10,1.3451854182691,9.85714285714286,10,1.3451854182691,NA,NA,NA,FALSE
"C30H53O22P",NA,"795.269356",1.25,1,0.5,NA,NA,NA,1.25,1,0.5,FALSE
"C30H54O11N2S",NA,"649.337819",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C30H54O5S2",NA,"557.333752",2,2,1,2,2,1,NA,NA,NA,FALSE
"C30H55O11P",NA,"621.340935",6.81818181818182,6,2.18257562609784,6.81818181818182,6,2.18257562609784,NA,NA,NA,FALSE
"C30H55O13S2P",NA,"717.275026",1.625,1.5,0.744023809142845,NA,NA,NA,1.625,1.5,0.744023809142845,FALSE
"C30H55O9S2P",NA,"653.295446",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C30H56O9",NA,"559.385424",2.66666666666667,3,0.577350269189626,2.66666666666667,3,0.577350269189626,NA,NA,NA,FALSE
"C30H57O11S2P",NA,"687.300391",1.375,1,0.517549169506766,NA,NA,NA,1.375,1,0.517549169506766,FALSE
"C30H57O9P",NA,"591.366951",7,7,NA,7,7,NA,NA,NA,NA,FALSE
"C30H58O7NSP",NA,"606.359786",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C30H59O14S2P",NA,"737.300923",1.66666666666667,2,0.577350269189626,NA,NA,NA,1.66666666666667,2,0.577350269189626,FALSE
"C30H61O5P",NA,"531.418523",4,4,0.816496580927726,4,4,0.816496580927726,NA,NA,NA,FALSE
"C31H24O17","Global satellite","667.094116",8.07142857142857,8.5,2.09263491300343,9,9,NA,8,8,2.16024689946929,FALSE
"C31H24O19",NA,"699.083959",5.5,5.5,1.29099444873581,NA,NA,NA,5.5,5.5,1.29099444873581,FALSE
"C31H25O12N2SP",NA,"679.079221",4.57142857142857,5,1.90237946242268,NA,NA,NA,4.57142857142857,5,1.90237946242268,FALSE
"C31H26O17","Sed Sat - Water Inbetween","669.109735",10.8666666666667,11,1.84648959096005,8,8,NA,11.0714285714286,11.5,1.73046395354122,FALSE
"C31H28O16S2","Global satellite","719.074247",3.33333333333333,3,1.52752523165195,2,2,NA,4,4,1.4142135623731,FALSE
"C31H28O21",NA,"735.105222",3.6,4,1.26491106406735,NA,NA,NA,3.6,4,1.26491106406735,FALSE
"C31H30O16","Sed Sat - Water Inbetween","657.146265",9.07142857142857,9,1.38621888151058,6,6,NA,9.14634146341463,9,1.31455269216863,FALSE
"C31H30O22",NA,"753.115773",3.5,3.5,2.12132034355964,NA,NA,NA,3.5,3.5,2.12132034355964,FALSE
"C31H30O8NP","Global satellite","574.163822",2.4,2,1.14017542509914,2,2,1,3,3,1.4142135623731,FALSE
"C31H31O12N2SP",NA,"685.126177",2,2,1.4142135623731,NA,NA,NA,2,2,1.4142135623731,FALSE
"C31H32O12",NA,"595.181742",3,3,0,NA,NA,NA,3,3,0,FALSE
"C31H32O14",NA,"627.172077",14.3103448275862,14,1.67125804359347,NA,NA,NA,14.3103448275862,14,1.67125804359347,FALSE
"C31H32O14N4",NA,"683.184558",1.8,2,0.836660026534076,NA,NA,NA,1.8,2,0.836660026534076,FALSE
"C31H32O8NP",NA,"576.179173",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C31H32O9N3SP",NA,"652.152341",3.33333333333333,3,2.51661147842358,NA,NA,NA,3.33333333333333,3,2.51661147842358,FALSE
"C31H34O15N2",NA,"673.188682",10,10,NA,NA,NA,NA,10,10,NA,FALSE
"C31H35O17N","Global satellite","692.183229",8,8,7.07106781186548,3,3,NA,13,13,NA,FALSE
"C31H35O5P",NA,"517.215258",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C31H35O7N3",NA,"560.240415",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C31H36O13",NA,"615.208139",6.68181818181818,7,2.380427181502,NA,NA,NA,6.68181818181818,7,2.380427181502,FALSE
"C31H36O18",NA,"695.182697",7.39285714285714,7.5,1.68521425639207,NA,NA,NA,7.39285714285714,7.5,1.68521425639207,FALSE
"C31H36O5S2",NA,"551.193054",1.5,1.5,0.707106781186548,NA,NA,NA,1.5,1.5,0.707106781186548,FALSE
"C31H38O10N2",NA,"597.245616",4,4,NA,NA,NA,NA,4,4,NA,FALSE
"C31H38O7N2S2",NA,"613.204752",1.28571428571429,1,0.487950036474267,NA,NA,NA,1.28571428571429,1,0.487950036474267,FALSE
"C31H39O14P",NA,"665.200463",5,5,1.4142135623731,NA,NA,NA,5,5,1.4142135623731,FALSE
"C31H39O23P",NA,"809.154568",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C31H40O13",NA,"619.239725",8.75609756097561,9,1.72887951871838,NA,NA,NA,8.75609756097561,9,1.72887951871838,FALSE
"C31H40O21",NA,"747.198819",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C31H40O5S2",NA,"555.224337",1.71428571428571,2,0.755928946018454,NA,NA,NA,1.71428571428571,2,0.755928946018454,FALSE
"C31H40O8S2","Sed Sat - Water Inbetween","603.208805",2.90322580645161,3,1.325514710334,1,1,0,3.03448275862069,3,1.26724556817109,FALSE
"C31H41O10P",NA,"603.236555",8,8,NA,NA,NA,NA,8,8,NA,FALSE
"C31H41O13P",NA,"651.221332",8.16666666666667,8,1.16904519445001,NA,NA,NA,8.16666666666667,8,1.16904519445001,FALSE
"C31H41O14P",NA,"667.216235",8,8,2.36643191323985,NA,NA,NA,8,8,2.36643191323985,FALSE
"C31H41O15P",NA,"683.211015",6.33333333333333,7,1.15470053837925,NA,NA,NA,6.33333333333333,7,1.15470053837925,FALSE
"C31H42O10",NA,"573.270516",24.5777777777778,24,3.8405071213962,NA,NA,NA,24.5777777777778,24,3.8405071213962,FALSE
"C31H42O14",NA,"637.250012",8.38571428571429,8,1.50643890618034,NA,NA,NA,8.38571428571429,8,1.50643890618034,FALSE
"C31H42O2",NA,"445.311083",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C31H43O11P",NA,"621.246976",4.28571428571429,4,1.38013111868471,NA,NA,NA,4.28571428571429,4,1.38013111868471,FALSE
"C31H43O14N4P",NA,"725.244005",2,2,0,NA,NA,NA,2,2,0,FALSE
"C31H44O10N2",NA,"603.292387",4,4,NA,4,4,NA,NA,NA,NA,FALSE
"C31H44O12S",NA,"639.248272",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C31H44O15",NA,"655.260756",10.7368421052632,11,2.15618246143909,NA,NA,NA,10.7368421052632,11,2.15618246143909,FALSE
"C31H44O8S2",NA,"607.240374",3,3,2.82842712474619,NA,NA,NA,3,3,2.82842712474619,FALSE
"C31H46O4NSP",NA,"558.281065",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C31H46O6S2","Global satellite","577.266093",3.5,2.5,2.38047614284762,2,2,NA,4,3,2.64575131106459,FALSE
"C31H47O8S2P",NA,"641.237967",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C31H48O11",NA,"595.312655",3.85714285714286,4,1.21498579258791,3.85714285714286,4,1.21498579258791,NA,NA,NA,FALSE
"C31H48O12",NA,"611.307124",5.44,5,1.73397424048533,5.44,5,1.73397424048533,NA,NA,NA,FALSE
"C31H48O21N2S",NA,"815.239813",3,3,NA,NA,NA,NA,3,3,NA,FALSE
"C31H48O8N2",NA,"575.333953",1,1,0,1,1,0,NA,NA,NA,FALSE
"C31H49O21P",NA,"787.243324",1,1,0,NA,NA,NA,1,1,0,FALSE
"C31H50O8",NA,"549.343055",6,6,NA,6,6,NA,NA,NA,NA,FALSE
"C31H51O16S2P",NA,"773.228511",1,1,0,NA,NA,NA,1,1,0,FALSE
"C31H51O18P",NA,"741.274009",2,2,0,NA,NA,NA,2,2,0,FALSE
"C31H51O8S2P","Global satellite","645.268833",3,3,0,3,3,NA,3,3,NA,FALSE
"C31H55O9P",NA,"601.351294",11,11,2.82842712474619,11,11,2.82842712474619,NA,NA,NA,FALSE
"C31H56O10N2S",NA,"647.358059",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C31H57O16S2P",NA,"779.274967",1.5,1.5,0.707106781186548,NA,NA,NA,1.5,1.5,0.707106781186548,FALSE
"C31H57O7N3",NA,"582.412331",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C31H60O4",NA,"495.441762",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C31H60O5",NA,"511.436601",1,1,0,1,1,0,NA,NA,NA,FALSE
"C31H61O6P",NA,"559.413253",1.5,1.5,0.707106781186548,1.5,1.5,0.707106781186548,NA,NA,NA,FALSE
"C31H62O16",NA,"689.396343",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C31H63O13S2P",NA,"737.337392",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C31H63O4P",NA,"529.439084",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C32H20O20","Global satellite","723.047272",1,1,0,1,1,NA,1,1,NA,FALSE
