"Mass","Total_all_peaks","Total_all_sed","Total_all_water","Total_mf_peaks","Total_mf_sed","Total_mf_water"
"531.0781475",2021,243,1778,2020,243,1777
"531.0785191",38,18,20,38,18,20
"531.0794448",2,2,NA,1,1,NA
"531.0887861",5,NA,5,4,NA,4
"531.0917289",24,NA,24,24,NA,24
"531.0966922",15,NA,15,16,NA,16
"531.0992322",3310,205,3105,3304,204,3100
"531.0995918",17,NA,17,17,NA,17
"531.1092295",9,NA,9,9,NA,9
"531.1096504",1,NA,1,1,NA,1
"531.1133419",3,3,NA,3,3,NA
"531.1144803",4968,638,4330,4966,638,4328
"531.1148544",37,9,28,34,8,26
"531.1152828",7,7,NA,6,6,NA
"531.1264637",1,NA,1,1,NA,1
"531.1280637",47,NA,47,47,NA,47
"531.1329193",2,2,NA,2,2,NA
"531.1355514",4725,89,4636,4627,87,4540
"531.1359551",57,NA,57,45,NA,45
"531.1363827",8,NA,8,8,NA,8
"531.1398894",2,2,NA,1,1,NA
"531.1459704",1,NA,1,1,NA,1
"531.1468337",1,1,NA,1,1,NA
"531.1507766",8221,835,7386,8218,834,7384
"531.1511789",26,13,13,26,13,13
"531.1516191",11,11,NA,2,2,NA
"531.1580655",4,4,NA,1,1,NA
"531.1597187",276,276,NA,276,276,NA
"531.1610854",2,2,NA,2,2,NA
"531.1628912",2,2,NA,1,1,NA
"531.1638843",7118,619,6499,4587,424,4163
"531.1718519",2278,70,2208,2267,69,2198
"531.1722566",30,1,29,26,1,25
"531.1726214",8,1,7,5,1,4
"531.1750633",5,5,NA,5,5,NA
"531.1822152",1,NA,1,1,NA,1
"531.1850008",23,23,NA,10,10,NA
"531.1862872",3,3,NA,3,3,NA
"531.1871077",3758,140,3618,3995,140,3855
"531.1874776",23,1,22,21,1,20
"531.1878146",1,NA,1,1,NA,1
"531.1994073",27,26,1,26,26,NA
"531.2001725",4313,1186,3127,4308,1185,3123
"531.2009308",1,NA,1,1,NA,1
"531.2083472",924,362,562,913,354,559
"531.2087007",22,14,8,19,13,6
"531.2090321",5,NA,5,5,NA,5
"531.2177297",79,5,74,78,5,73
"531.2234777",5210,113,5097,5454,118,5336
"531.2238485",28,NA,28,21,NA,21
"531.2356318",6,6,NA,6,6,NA
"531.2372158",8,4,4,6,3,3
"531.2419686",14,14,NA,14,14,NA
"531.2423342",5,5,NA,3,3,NA
"531.2437546",6,6,NA,3,3,NA
"531.2443753",139,138,1,11,11,NA
"531.2447729",59,56,3,59,56,3
"531.2499174",5,5,NA,5,5,NA
"531.2541152",5,NA,5,5,NA,5
"531.2575028",97,97,NA,90,90,NA
"531.2578061",21,21,NA,6,6,NA
"531.2598778",1157,17,1140,1157,17,1140
"531.2602688",69,NA,69,59,NA,59
"531.2727826",311,299,12,306,294,12
"531.2735993",19,19,NA,14,14,NA
"531.2802156",7,7,NA,7,7,NA
"531.2813707",32,32,NA,29,29,NA
"531.2817044",11,11,NA,10,10,NA
"531.2844085",4,NA,4,1,NA,1
"531.2882841",10,10,NA,5,5,NA
"531.2938773",4,4,NA,4,4,NA
"531.2964649",8,1,7,8,1,7
"531.2996826",52,6,46,52,6,46
"531.3092255",106,106,NA,106,106,NA
"531.3101099",2,2,NA,1,1,NA
"531.3166748",2,2,NA,2,2,NA
"531.3173436",456,456,NA,452,452,NA
"531.3177993",28,28,NA,28,28,NA
"531.3326172",3,NA,3,3,NA,3
"531.3536191",14,14,NA,14,14,NA
"531.3541188",6,6,NA,6,6,NA
"531.3822641",2,2,NA,2,2,NA
"531.4454835",1,1,NA,1,1,NA
"531.4549054",3,3,NA,2,2,NA
"532.0368501",172,10,162,172,10,162
"532.0371463",2,NA,2,2,NA,2
"532.0374315",3,NA,3,3,NA,3
"532.0733598",1919,35,1884,1919,35,1884
"532.0737284",22,NA,22,18,NA,18
"532.0824964",1,NA,1,1,NA,1
"532.0945903",3,NA,3,3,NA,3
"532.1097212",3808,22,3786,3808,22,3786
"532.1101383",19,2,17,19,2,17
"532.1104321",2,NA,2,1,NA,1
"532.1107912",1,NA,1,1,NA,1
"532.1199055",12,NA,12,12,NA,12
"532.1206185",19,NA,19,12,NA,12
"532.1209983",23,NA,23,23,NA,23
"532.1308495",863,5,858,856,4,852
"532.1459364",1017,NA,1017,1015,NA,1015
"532.1463381",118,NA,118,117,NA,117
"532.1533441",2,NA,2,1,NA,1
"532.1675563",13,NA,13,12,NA,12
"532.1679328",2,NA,2,2,NA,2
"532.1822518",81,NA,81,85,NA,85
"532.1826617",22,NA,22,18,NA,18
"532.1831815",1,NA,1,1,NA,1
"532.2182226",1,NA,1,1,NA,1
"532.2188002",303,NA,303,303,NA,303
"532.2250764",1,1,NA,1,1,NA
"532.2262962",10,7,3,6,6,NA
"532.2401135",12,10,2,12,10,2
"532.2443003",18,18,NA,18,18,NA
"532.2619313",2,2,NA,2,2,NA
"532.2764669",28,28,NA,28,28,NA
"532.3045321",5,NA,5,5,NA,5
"532.3130923",1,1,NA,1,1,NA
"532.3239779",2,NA,2,2,NA,2
"532.9817966",2,1,1,1,1,NA
"532.9821444",3,3,NA,2,2,NA
"533.0209267",646,85,561,646,85,561
"533.0216152",5,NA,5,5,NA,5
"533.0291187",2,1,1,2,1,1
"533.0393675",12,NA,12,12,NA,12
"533.0574115",2824,321,2503,2814,311,2503
"533.0577854",38,15,23,38,15,23
"533.0786852",67,1,66,61,1,60
"533.0790885",16,NA,16,16,NA,16
"533.0854928",1,NA,1,1,NA,1
"533.0937827",5208,913,4295,5207,912,4295
"533.0941676",39,19,20,39,19,20
"533.0946372",2,2,NA,2,2,NA
"533.1037121",5,NA,5,5,NA,5
"533.1046312",24,NA,24,12,NA,12
"533.1074087",20,NA,20,20,NA,20
"533.1093636",2,NA,2,2,NA,2
"533.1127345",2,NA,2,2,NA,2
"533.1149434",261,2,259,261,2,259
"533.1154034",37,NA,37,36,NA,36
"533.1159358",5,NA,5,3,NA,3
"533.1196638",68,68,NA,6,6,NA
"533.1200403",2,2,NA,2,2,NA
"533.1248291",10,NA,10,7,NA,7
"533.1252426",9,NA,9,9,NA,9
"533.1260007",2,NA,2,2,NA,2
"533.1272795",3,3,NA,3,3,NA
"533.1301236",8324,947,7377,8322,947,7375
"533.1305407",34,22,12,34,22,12
"533.1308911",2,2,NA,2,2,NA
"533.1312562",2,2,NA,1,1,NA
"533.1332051",6,NA,6,5,NA,5
"533.1406288",8,NA,8,8,NA,8
"533.1410863",5,NA,5,5,NA,5
"533.1437046",68,1,67,66,NA,66
"533.1453318",12,NA,12,13,NA,13
"533.1485899",22,NA,22,22,NA,22
"533.1512503",182,NA,182,181,NA,181
"533.1517936",14,NA,14,14,NA,14
"533.1557923",3,3,NA,3,3,NA
"533.1582306",2,NA,2,2,NA,2
"533.1604779",8,1,7,3,1,2
"533.1613933",24,NA,24,23,NA,23
"533.1668227",45,24,21,39,18,21
"533.1671511",4,4,NA,4,4,NA
"533.1785831",2,2,NA,2,2,NA
"533.1795306",6488,1242,5246,4337,761,3576
"533.1803983",7,1,6,7,1,6
"533.1852304",1,NA,1,1,NA,1
"533.1876715",16,3,13,14,3,11
"533.1879679",8,NA,8,8,NA,8
"533.1947853",606,14,592,401,9,392
"533.1956436",2,NA,2,2,NA,2
"533.1976957",6,NA,6,5,NA,5
"533.2004162",2,2,NA,1,1,NA
"533.2018301",2,NA,2,2,NA,2
"533.2027587",4432,201,4231,4432,201,4231
"533.2031208",3,3,NA,3,3,NA
"533.2034879",2,2,NA,1,1,NA
"533.2156961",1351,1087,264,1346,1082,264
"533.2165599",11,6,5,9,6,3
"533.2226597",2,2,NA,2,2,NA
"533.2235832",17,17,NA,8,8,NA
"533.2239749",104,104,NA,104,104,NA
"533.2244772",8,8,NA,8,8,NA
"533.2311075",250,12,238,248,12,236
"533.2327161",4,4,NA,4,4,NA
"533.2368237",6,6,NA,6,6,NA
"533.2381945",3,3,NA,3,3,NA
"533.2390944",1634,42,1592,1634,42,1592
"533.2401773",1,1,NA,1,1,NA
"533.2423396",1,NA,1,1,NA,1
"533.2504367",5,5,NA,5,5,NA
"533.2514534",3,3,NA,2,2,NA
"533.2529096",9,9,NA,9,9,NA
"533.2557295",1,1,NA,1,1,NA
"533.2594831",7,7,NA,7,7,NA
"533.2600479",125,125,NA,64,64,NA
"533.2604229",53,53,NA,50,50,NA
"533.2607857",2,2,NA,2,2,NA
"533.2673768",92,61,31,81,51,30
"533.2677697",2,2,NA,1,1,NA
"533.2697675",5,5,NA,5,5,NA
"533.2733303",11,11,NA,11,11,NA
"533.2757864",45,NA,45,45,NA,45
"533.2760887",2,NA,2,2,NA,2
"533.2764442",4,NA,4,4,NA,4
"533.2788364",3,NA,3,3,NA,3
"533.2884424",532,532,NA,530,530,NA
"533.2892399",9,9,NA,9,9,NA
"533.2909029",18,18,NA,18,18,NA
"533.2924842",4,4,NA,1,1,NA
"533.2965862",159,159,NA,130,130,NA
"533.2971154",3,3,NA,3,3,NA
"533.3036443",2,2,NA,2,2,NA
"533.3120676",22,6,16,22,6,16
"533.3239715",4,4,NA,3,3,NA
"533.3247449",26,26,NA,26,26,NA
"533.3614544",48,48,NA,23,23,NA
"534.0525763",721,13,708,720,13,707
"534.0529593",15,NA,15,15,NA,15
"534.0534037",1,NA,1,1,NA,1
"534.0894299",19,NA,19,19,NA,19
"534.0898144",3,NA,3,3,NA,3
"534.0963867",4,1,3,3,NA,3
"534.1000402",7,NA,7,6,NA,6
"534.1103568",1,NA,1,1,NA,1
"534.1362155",14,NA,14,1,NA,1
"534.1464719",136,NA,136,134,NA,134
"534.1603815",2,2,NA,2,2,NA
"534.1832819",1,NA,1,1,NA,1
"534.2092082",2,NA,2,2,NA,2
"534.2108626",4,4,NA,4,4,NA
"534.2194511",43,41,2,21,19,2
"534.2471296",1,1,NA,1,1,NA
"534.2475071",14,14,NA,14,14,NA
"534.2551708",87,87,NA,71,71,NA
"534.2862132",1,1,NA,1,1,NA
"534.2921905",3,3,NA,1,1,NA
"534.2951954",9,NA,9,2,NA,2
"534.3202182",8,NA,8,8,NA,8
"534.9837485",5,5,NA,4,4,NA
"535.0014871",1,1,NA,1,1,NA
"535.0356848",2,NA,2,1,NA,1
"535.0365569",2741,313,2428,2741,313,2428
"535.0369879",21,6,15,20,6,14
"535.0374106",3,NA,3,3,NA,3
"535.0379992",1,1,NA,1,1,NA
"535.0496602",9,NA,9,7,NA,7
"535.0508255",3,NA,3,1,NA,1
"535.0519135",159,12,147,159,12,147
"535.0524834",10,NA,10,9,NA,9
"535.0529328",5,NA,5,5,NA,5
"535.0542708",8,NA,8,6,NA,6
"535.0716075",1,1,NA,1,1,NA
"535.0730261",5892,745,5147,5891,745,5146
"535.0734134",14,11,3,15,12,3
"535.0799784",2,2,NA,2,2,NA
"535.0833233",1,NA,1,1,NA,1
"535.0841334",8,NA,8,8,NA,8
"535.0848095",1,NA,1,1,NA,1
"535.0865518",4,NA,4,4,NA,4
"535.0883477",20,2,18,20,2,18
"535.0889238",5,NA,5,5,NA,5
"535.0895377",17,NA,17,4,NA,4
"535.0988642",2,NA,2,2,NA,2
"535.1021109",3,NA,3,1,NA,1
"535.1041119",1,NA,1,1,NA,1
"535.1045141",8,NA,8,8,NA,8
"535.1079168",3,3,NA,3,3,NA
"535.1086666",5,5,NA,1,1,NA
"535.1094222",4811,691,4120,4811,691,4120
"535.1098872",3,2,1,3,2,1
"535.1102325",3,3,NA,3,3,NA
"535.1106804",1,1,NA,1,1,NA
"535.1198965",6,NA,6,4,NA,4
"535.1203948",30,NA,30,30,NA,30
"535.1206909",3,NA,3,3,NA,3
"535.1230408",13,1,12,12,NA,12
"535.1243876",1,NA,1,1,NA,1
"535.1265359",1,NA,1,1,NA,1
"535.1272437",2,NA,2,2,NA,2
"535.1276884",4,NA,4,4,NA,4
"535.1282726",7,NA,7,7,NA,7
"535.1304403",17,17,NA,17,17,NA
"535.1311889",36,36,NA,34,34,NA
"535.1347263",1,1,NA,1,1,NA
"535.1370517",2,NA,2,2,NA,2
"535.1377541",467,NA,467,177,NA,177
"535.1381724",14,NA,14,14,NA,14
"535.1407391",4,NA,4,4,NA,4
"535.1458132",3226,274,2952,3225,273,2952
"535.1461998",14,8,6,14,8,6
"535.1465407",3,3,NA,3,3,NA
"535.1567122",9,NA,9,9,NA,9
"535.1593787",22,NA,22,16,NA,16
"535.1641574",17,NA,17,17,NA,17
"535.1737533",12,NA,12,12,NA,12
"535.1746378",15,NA,15,11,NA,11
"535.1797938",9,9,NA,9,9,NA
"535.1821751",6526,461,6065,6526,461,6065
"535.1825505",36,31,5,36,31,5
"535.1832945",1,1,NA,1,1,NA
"535.1943179",10,10,NA,10,10,NA
"535.1951076",2891,2066,825,2761,1966,795
"535.1959226",3,1,2,2,1,1
"535.2002753",6,NA,6,3,NA,3
"535.2010747",2,NA,2,2,NA,2
"535.2120468",1,1,NA,1,1,NA
"535.2136053",2,2,NA,2,2,NA
"535.2157757",2,2,NA,2,2,NA
"535.2163154",13,13,NA,3,3,NA
"535.2179381",1,1,NA,1,1,NA
"535.2305294",2,2,NA,2,2,NA
"535.2314389",2078,2013,65,2074,2009,65
"535.2321712",4,4,NA,4,4,NA
"535.2354196",2,2,NA,1,1,NA
"535.2410667",2,2,NA,2,2,NA
"535.2466711",311,20,291,311,20,291
"535.2470926",44,6,38,14,2,12
"535.2477766",1,1,NA,1,1,NA
"535.2485793",6,6,NA,6,6,NA
"535.2491687",252,252,NA,252,252,NA
"535.2499533",3,3,NA,2,2,NA
"535.2517225",5,5,NA,5,5,NA
"535.2521374",2,2,NA,2,2,NA
"535.2525094",20,20,NA,19,19,NA
"535.2547783",3612,75,3537,3611,75,3536
"535.2551464",78,2,76,66,2,64
"535.2555077",12,9,3,11,8,3
"535.2561919",2,2,NA,2,2,NA
"535.2582097",3,NA,3,3,NA,3
"535.2677938",2338,2338,NA,2306,2306,NA
"535.2686902",13,13,NA,10,10,NA
"535.2694061",2,2,NA,2,2,NA
"535.2709265",2,NA,2,2,NA,2
"535.2713721",3,3,NA,2,2,NA
"535.2829405",30,23,7,29,22,7
"535.2833516",19,5,14,17,4,13
"535.2855019",3,3,NA,3,3,NA
"535.2887947",17,14,3,17,14,3
"535.2902929",1,1,NA,1,1,NA
"535.2910402",149,15,134,149,15,134
"535.2914171",8,3,5,8,3,5
"535.2917002",1,NA,1,1,NA,1
"535.2946384",3,NA,3,3,NA,3
"535.3034518",7,7,NA,4,4,NA
"535.3040794",211,211,NA,211,211,NA
"535.3066346",2,2,NA,2,2,NA
"535.3076821",1,1,NA,1,1,NA
"535.3097945",4,2,2,4,2,2
"535.3155369",10,NA,10,10,NA,10
"535.3277193",2,NA,2,2,NA,2
"535.3405776",65,65,NA,65,65,NA
"535.3517266",2,NA,2,2,NA,2
"535.3767325",1,1,NA,1,1,NA
"536.0316262",3,NA,3,3,NA,3
"536.0468453",1,NA,1,1,NA,1
"536.0680086",41,NA,41,41,NA,41
"536.0684399",36,NA,36,32,NA,32
"536.1045749",6000,61,5939,5922,59,5863
"536.1049734",40,NA,40,40,NA,40
"536.1156918",16,NA,16,16,NA,16
"536.1419102",2,NA,2,2,NA,2
"536.1898527",2,2,NA,2,2,NA
"536.1904136",219,219,NA,199,199,NA
"536.1987913",5,5,NA,5,5,NA
"536.2137771",2046,23,2023,2124,24,2100
"536.2141466",29,NA,29,29,NA,29
"536.2267522",1051,1051,NA,1004,1004,NA
"536.2275545",3,3,NA,3,3,NA
"536.2351961",15,15,NA,7,7,NA
"536.2363654",11,11,NA,10,10,NA
"536.2630318",18,18,NA,18,18,NA
"536.2716047",11,11,NA,8,8,NA
"536.3077636",9,9,NA,9,9,NA
"536.3358844",3,NA,3,3,NA,3
"536.9434238",1,NA,1,1,NA,1
"536.9945966",4,4,NA,4,4,NA
"536.9980599",1,1,NA,1,1,NA
"537.0157551",213,10,203,213,10,203
"537.0161969",10,2,8,6,2,4
"537.0310299",291,22,269,291,22,269
"537.0314537",25,NA,25,18,NA,18
"537.0318322",2,NA,2,2,NA,2
"537.0345298",12,NA,12,12,NA,12
"537.0520931",2138,305,1833,2129,297,1832
"537.0524509",24,6,18,24,5,19
"537.0649949",7,NA,7,7,NA,7
"537.0673737",926,45,881,1004,49,955
"537.0678056",40,NA,40,39,NA,39
"537.0682715",4,NA,4,3,NA,3
"537.0687338",3,NA,3,3,NA,3
"537.0707204",6,2,4,6,2,4
"537.0779084",3,NA,3,3,NA,3
"537.0802245",1,NA,1,1,NA,1
"537.0884904",6161,1046,5115,5825,962,4863
"537.0888958",15,13,2,14,12,2
"537.0893595",1,1,NA,1,1,NA
"537.0993846",2,NA,2,1,NA,1
"537.0997129",9,NA,9,9,NA,9
"537.1016454",148,NA,148,136,NA,136
"537.1039147",777,38,739,765,35,730
"537.1043502",29,NA,29,19,NA,19
"537.1047856",5,NA,5,4,NA,4
"537.1065435",2,NA,2,2,NA,2
"537.1075611",2,NA,2,2,NA,2
"537.1135348",2,2,NA,2,2,NA
"537.1169413",1017,NA,1017,713,NA,713
"537.1173422",5,NA,5,3,NA,3
"537.1198156",1,1,NA,1,1,NA
"537.1241151",15,15,NA,1,1,NA
"537.1249315",10182,1355,8827,10180,1355,8825
"537.1253889",35,26,9,35,26,9
"537.1257694",1,1,NA,1,1,NA
"537.1363551",21,NA,21,21,NA,21
"537.1374188",1,NA,1,1,NA,1
"537.1402782",341,28,313,341,28,313
"537.1408571",4,NA,4,4,NA,4
"537.1418493",1,NA,1,2,NA,2
"537.1427115",4,NA,4,4,NA,4
"537.1433526",21,NA,21,20,NA,20
"537.1438249",18,NA,18,16,NA,16
"537.1442228",1,NA,1,1,NA,1
"537.1504489",1,1,NA,1,1,NA
"537.1533456",4082,34,4048,2682,23,2659
"537.1590979",3,2,1,3,2,1
"537.1603466",1,1,NA,1,1,NA
"537.1618669",6,6,NA,6,6,NA
"537.1705233",1,NA,1,1,NA,1
"537.1708885",1,NA,1,1,NA,1
"537.1740665",2,NA,2,2,NA,2
"537.1752333",2,2,NA,2,2,NA
"537.1766539",72,NA,72,72,NA,72
"537.1769413",1,NA,1,1,NA,1
"537.1773668",1,NA,1,1,NA,1
"537.1794501",3,NA,3,3,NA,3
"537.1799091",88,NA,88,84,NA,84
"537.1897464",2698,39,2659,1464,21,1443
"537.1901201",49,4,45,41,4,37
"537.1918553",4,4,NA,4,4,NA
"537.1928767",6,6,NA,6,6,NA
"537.1947378",1,1,NA,1,1,NA
"537.1950712",1,1,NA,1,1,NA
"537.1964359",4,4,NA,4,4,NA
"537.1978101",5764,455,5309,5752,454,5298
"537.1981791",20,20,NA,20,20,NA
"537.2071673",3,NA,3,3,NA,3
"537.2076182",10,NA,10,3,NA,3
"537.2107257",2287,2251,36,2187,2151,36
"537.2115447",11,11,NA,6,6,NA
"537.2129821",15,NA,15,15,NA,15
"537.2144743",3,3,NA,2,2,NA
"537.2162901",44,NA,44,39,NA,39
"537.2167916",5,NA,5,3,NA,3
"537.2203657",3,3,NA,3,3,NA
"537.2252034",1,NA,1,1,NA,1
"537.2261348",1715,101,1614,744,34,710
"537.2265009",17,1,16,5,NA,5
"537.2268729",1,NA,1,1,NA,1
"537.2289588",2,2,NA,2,2,NA
"537.2294588",1,1,NA,1,1,NA
"537.2332991",4,4,NA,1,1,NA
"537.2342192",3568,309,3259,3385,308,3077
"537.2346025",31,22,9,29,20,9
"537.2480801",7,7,NA,4,4,NA
"537.2495954",2,2,NA,2,2,NA
"537.2506135",4,4,NA,2,2,NA
"537.2530064",2,NA,2,2,NA,2
"537.2615145",7,2,5,6,2,4
"537.2624882",3176,535,2641,1458,202,1256
"537.2647674",20,20,NA,20,20,NA
"537.2656955",2,2,NA,2,2,NA
"537.2681484",60,58,2,38,37,1
"537.2706002",779,42,737,769,38,731
"537.2709868",79,22,57,76,22,54
"537.2718597",3,3,NA,3,3,NA
"537.2738418",1,NA,1,1,NA,1
"537.2835599",2199,2199,NA,2131,2131,NA
"537.2913205",4,4,NA,2,2,NA
"537.2917423",3,3,NA,2,2,NA
"537.2987595",619,536,83,617,534,83
"537.3058821",1,1,NA,1,1,NA
"537.3069133",460,385,75,460,385,75
"537.3072461",16,14,2,14,13,1
"537.3079242",2,2,NA,2,2,NA
"537.3181895",6,6,NA,6,6,NA
"537.3187516",1,1,NA,1,1,NA
"537.3199223",295,295,NA,294,294,NA
"537.3210941",2,NA,2,2,NA,2
"537.3434163",1,1,NA,1,1,NA
"537.3563523",11,11,NA,8,8,NA
"537.9810006",2,1,1,2,1,1
"538.0469783",1,NA,1,1,NA,1
"538.0473928",40,NA,40,40,NA,40
"538.0478235",7,NA,7,7,NA,7
"538.0626793",72,NA,72,72,NA,72
"538.0907988",6,NA,6,6,NA,6
"538.1096184",2,NA,2,2,NA,2
"538.1269076",1,NA,1,1,NA,1
"538.1422199",1,1,NA,1,1,NA
"538.1691176",8,8,NA,8,8,NA
"538.1695662",62,62,NA,58,58,NA
"538.1851528",2,NA,2,1,NA,1
"538.2059118",355,355,NA,354,354,NA
"538.2068149",3,3,NA,2,2,NA
"538.2421414",6,6,NA,6,6,NA
"538.2429271",4,4,NA,4,4,NA
"538.2500514",10,10,NA,3,3,NA
"538.2509144",1,1,NA,1,1,NA
"538.2662652",1,NA,1,1,NA,1
"538.2871929",2,2,NA,1,1,NA
"538.3497735",3,NA,3,3,NA,3
"538.9774736",2,2,NA,2,2,NA
"538.9782075",85,62,23,1,NA,1
"538.9786156",1,1,NA,1,1,NA
"539.0104736",56,12,44,56,12,44
"539.0109337",1,NA,1,1,NA,1
"539.0112267",2,NA,2,2,NA,2
"539.0315044",1234,104,1130,1234,104,1130
"539.0319182",29,3,26,20,3,17
"539.0456804",1,NA,1,1,NA,1
"539.0468046",865,87,778,863,86,777
"539.0472236",39,3,36,29,2,27
"539.0476041",10,4,6,10,4,6
"539.0679143",5078,817,4261,5076,817,4259
"539.0809079",25,NA,25,22,NA,22
"539.0832338",1534,72,1462,1534,72,1462
"539.0836509",57,1,56,57,1,56
"539.0840822",1,NA,1,1,NA,1
"539.0957301",2,NA,2,2,NA,2
"539.0966324",1,NA,1,1,NA,1
"539.1031557",1,1,NA,1,1,NA
"539.1042196",6872,1153,5719,6871,1153,5718
"539.1045666",17,13,4,17,13,4
"539.1155963",17,NA,17,19,NA,19
"539.1172851",39,NA,39,34,NA,34
"539.1195331",2855,26,2829,2852,26,2826
"539.1199425",85,NA,85,70,NA,70
"539.1203745",29,NA,29,29,NA,29
"539.1223088",3,2,1,2,1,1
"539.1230694",2,NA,2,1,NA,1
"539.1316271",3,NA,3,3,NA,3
"539.1325679",2468,24,2444,2090,21,2069
"539.1380529",87,87,NA,26,26,NA
"539.1384633",2,2,NA,2,2,NA
"539.1405618",8418,793,7625,8413,793,7620
"539.1409593",10,10,NA,10,10,NA
"539.1413654",1,1,NA,1,1,NA
"539.1502267",28,NA,28,23,NA,23
"539.1518449",39,NA,39,39,NA,39
"539.1558152",964,NA,964,963,NA,963
"539.1568364",8,NA,8,8,NA,8
"539.1571552",2,NA,2,2,NA,2
"539.1576099",1,NA,1,1,NA,1
"539.1579462",1,NA,1,1,NA,1
"539.1593102",33,NA,33,33,NA,33
"539.1597084",2,NA,2,1,NA,1
"539.1669879",1,NA,1,1,NA,1
"539.1677632",4,1,3,3,1,2
"539.1688297",2492,239,2253,2291,195,2096
"539.1692336",23,5,18,5,NA,5
"539.1697001",2,1,1,2,1,1
"539.1759659",5,5,NA,5,5,NA
"539.1768779",1826,244,1582,1820,241,1579
"539.1772461",13,7,6,9,3,6
"539.1821485",2,2,NA,1,1,NA
"539.1863464",26,NA,26,26,NA,26
"539.1867349",59,NA,59,3,NA,3
"539.1898264",58,58,NA,58,58,NA
"539.1906906",3,3,NA,3,3,NA
"539.1924789",51,NA,51,51,NA,51
"539.1928359",8,NA,8,5,NA,5
"539.1935481",3,NA,3,3,NA,3
"539.1941449",1,NA,1,1,NA,1
"539.1952107",2,NA,2,2,NA,2
"539.1958148",8,NA,8,7,NA,7
"539.1961751",1,NA,1,1,NA,1
"539.2051955",1366,80,1286,1365,80,1285
"539.2055495",24,6,18,9,1,8
"539.2058516",2,2,NA,2,2,NA
"539.2123897",3,3,NA,3,3,NA
"539.2132409",982,162,820,977,162,815
"539.2136752",19,14,5,18,13,5
"539.2141146",2,2,NA,2,2,NA
"539.2181713",1,1,NA,1,1,NA
"539.2228015",37,NA,37,37,NA,37
"539.2254609",5,5,NA,5,5,NA
"539.2261985",445,445,NA,441,441,NA
"539.2271768",2,2,NA,2,2,NA
"539.2285005",51,1,50,50,NA,50
"539.2288956",3,NA,3,3,NA,3
"539.2295398",3,NA,3,3,NA,3
"539.2300201",1,NA,1,1,NA,1
"539.2319052",30,NA,30,30,NA,30
"539.2408909",1,NA,1,1,NA,1
"539.2416063",1043,97,946,1039,93,946
"539.2445943",2,2,NA,1,1,NA
"539.2489143",39,28,11,31,20,11
"539.2496267",1433,767,666,1432,767,665
"539.2500365",99,54,45,59,35,24
"539.2503869",2,2,NA,2,2,NA
"539.2608489",1,1,NA,1,1,NA
"539.2620411",12,12,NA,2,2,NA
"539.2636922",3,3,NA,2,2,NA
"539.2651643",13,7,6,13,7,6
"539.2737774",2,2,NA,2,2,NA
"539.2779882",265,79,186,258,73,185
"539.2787342",1,1,NA,1,1,NA
"539.2859556",955,857,98,935,839,96
"539.2863559",63,61,2,62,60,2
"539.2867893",4,4,NA,4,4,NA
"539.2871237",3,3,NA,3,3,NA
"539.2957279",23,17,6,24,17,7
"539.2965455",2,2,NA,2,2,NA
"539.2974713",6,6,NA,6,6,NA
"539.2990023",94,94,NA,92,92,NA
"539.3048968",1,1,NA,1,1,NA
"539.3144117",430,391,39,424,385,39
"539.3215239",1,1,NA,1,1,NA
"539.3223482",310,303,7,308,301,7
"539.3227347",69,69,NA,65,65,NA
"539.3230985",19,19,NA,12,12,NA
"539.3253299",1,1,NA,1,1,NA
"539.3335552",2,NA,2,1,NA,1
"539.3436712",6,6,NA,6,6,NA
"539.3587053",29,29,NA,29,29,NA
"539.3591669",11,11,NA,11,11,NA
"539.3699259",4,NA,4,4,NA,4
"540.0418567",7,NA,7,7,NA,7
"540.0497226",1,NA,1,1,NA,1
"540.0624075",1,NA,1,1,NA,1
"540.0633555",12,NA,12,12,NA,12
"540.0783589",429,NA,429,429,NA,429
"540.0787961",16,NA,16,17,NA,17
"540.0887845",2,NA,2,2,NA,2
"540.0894857",10,NA,10,10,NA,10
"540.0995053",2742,44,2698,2741,44,2697
"540.1009211",1,NA,1,1,NA,1
"540.1146579",52,NA,52,52,NA,52
"540.1151874",11,NA,11,11,NA,11
"540.1158216",2,NA,2,2,NA,2
"540.1252269",3,1,2,2,NA,2
"540.1261279",10,NA,10,10,NA,10
"540.1278107",108,108,NA,104,104,NA
"540.1286148",7,7,NA,7,7,NA
"540.1363392",20,NA,20,17,NA,17
"540.1367702",2,NA,2,2,NA,2
"540.1623272",1,NA,1,1,NA,1
"540.1715546",1,NA,1,1,NA,1
"540.1847583",15,15,NA,15,15,NA
"540.1858565",2,2,NA,2,2,NA
"540.1877559",3,NA,3,2,NA,2
"540.2222251",3,3,NA,2,2,NA
"540.2225482",2,2,NA,2,2,NA
"540.2453902",7,NA,7,7,NA,7
"540.2572531",1,1,NA,1,1,NA
"540.2816669",6,5,1,4,3,1
"540.3037161",1,1,NA,1,1,NA
"540.3041364",1,1,NA,1,1,NA
"540.3330267",1,1,NA,1,1,NA
"540.3653337",2,NA,2,2,NA,2
"540.9885554",1,NA,1,1,NA,1
"541.0202037",1,1,NA,1,1,NA
"541.0251998",1,1,NA,1,1,NA
"541.0258665",554,30,524,553,30,523
"541.0262395",50,4,46,41,3,38
"541.0265645",2,NA,2,2,NA,2
"541.0470414",1814,108,1706,1812,108,1704
