MolForm,Class,Group,cs.flag.emergent_sed,cs.flag.emergent_water,cs.flag.emergent_overlap,cs.flag.emergent_general.overlap
C17H20O13,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H20O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H20O5,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H20O6,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H21O10P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H21O12P,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H21O7N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H21O8N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H21O9N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H21O9P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H22O12,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H22O13,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H22O4,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H22O5,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H23O10N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H23O10P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H23O11P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H23O12P,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H23O7N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H23O7P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H23O8N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H24O11,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H25O10N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H25O11P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H25O12P,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H25O8N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C17H27O11P,AminoSugar,Unsaturated aliphatics,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H10O10,ConHC,Combusted polycondensed aromatics,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H10O11,ConHC,Combusted polycondensed aromatics,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H10O12,ConHC,Combusted polycondensed aromatics,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H12O10,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H12O11,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H12O12,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H12O13,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H12O8,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H12O9,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H13O10N,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H14O11,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H14O13,ConHC,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H14O14,ConHC,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H14O7,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H14O9,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H15O10N,Lignin,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H15O11N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H15O12N,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H15O9N,Lignin,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H16O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H16O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H16O6,Lignin,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H16O7,Lignin,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H16O8,Lignin,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H17O11N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H17O12N,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H17O7N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H17O9N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H18O12,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H18O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H18O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H18O6,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H18O7,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H18O8,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H19O10N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H19O11N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H19O12N,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H19O9N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H20O12,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H20O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H20O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H20O5,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H20O6,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H21O10N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H21O10P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H21O11P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H21O12N,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H21O9N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H22O13,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H22O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H22O4,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H23O10N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H23O12P,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H23O13P,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H23O7N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H23O8N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H23O8P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H23O9N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H23O9P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H24O12,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H24O13,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H24O4,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H25O10P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H25O11N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H25O7N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H25O8N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H25O9N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H27O11P,AminoSugar,Unsaturated aliphatics,In-between,Core,Sed Inbetween - Water Core,Shifter
C18H27O12P,AminoSugar,Unsaturated aliphatics,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H12O10,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H12O11,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H12O12,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H12O13,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H12O9,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H14O10,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H14O11,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H14O12,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H14O13,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H14O14,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H14O15,ConHC,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H14O8,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H14O9,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H15O10N,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H15O11N,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H15O12N,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H16O13,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H16O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H16O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H16O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H16O9,Lignin,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H17O10N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H17O11N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H17O9N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H18O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H18O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H18O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H18O7,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H18O8,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H19O11N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H19O12N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H20O12,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H20O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H20O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H20O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H20O6,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H21O10N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H22O12,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H22O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H22O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H22O7,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H23O10N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H23O11N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H23O11P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H23O9N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H23O9P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H24O13,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H24O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H25O10N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H25O10P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H25O11N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H25O11P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H25O12P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H25O9N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H25O9P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H26O12,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H26O13,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H27O10N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H27O11P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H27O12P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H27O8N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C19H29O12P,AminoSugar,Unsaturated aliphatics,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H12O11,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H12O12,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H12O13,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H14O10,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H14O11,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H14O12,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H14O13,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H14O14,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H14O15,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H14O9,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H16O11,Lignin,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H16O13,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H16O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H16O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H16O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H16O8,Lignin,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H16O9,Lignin,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H18O10,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H18O13,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H18O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H18O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H18O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H18O8,Lignin,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H18O9,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H19O10N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H19O11N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H19O9N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H20O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H20O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H20O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H20O7,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H20O8,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H20O9,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H22O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H22O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H22O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H22O6,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H22O8,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H23O10P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H23O11N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H23O11P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H23O9P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H24O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H24O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H24O5,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H24O6,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H25O10P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H25O11P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H25O12P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H26O13,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H26O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H26O5,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H26O7,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H27O10P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H27O11P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H27O13P,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H28O12,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H28O13,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H29O12P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C20H29O9N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H12O13,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H14O11,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H14O12,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H14O13,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H14O14,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H14O15,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H16O10,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H16O11,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H16O12,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H16O13,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H16O14,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H16O15,ConHC,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H16O16,ConHC,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H18O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H18O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H18O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H18O9,Lignin,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H20O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H20O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H20O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H20O17,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H20O8,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H22O11,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H22O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H22O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H22O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H22O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H22O7,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H24O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H24O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H24O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H24O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H25O11N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H26O12,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H26O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H26O14,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H26O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H26O6,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H26O7,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H26O8,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H26O9,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H27O10P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H27O11P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H27O12P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H27O9P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H28O12,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H28O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H29O10P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H29O11P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H29O12P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H29O8P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H29O9P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H30O12,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H30O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H30O6,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H30O7,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H31O11P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H31O12P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H31O13N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H31O6P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C21H31O8P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H14O12,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H14O13,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H14O14,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
